# power spectrum of velocity
# redshift z=0.314400
# k              Pk             sigma(k)       sigma(Pk)      count
  3.212440e-02   7.943585e-07   4.915339e-03   6.082905e-08   18
  5.615613e-02   9.293246e-07   5.945059e-03   3.415280e-08   62
  7.815808e-02   9.996219e-07   4.112744e-03   3.637638e-08   90
  9.898783e-02   8.091058e-07   6.490772e-03   2.811142e-08   170
  1.206652e-01   6.738034e-07   6.746473e-03   2.430115e-08   246
  1.418326e-01   6.787248e-07   6.431734e-03   2.220708e-08   338
  1.627221e-01   5.881806e-07   5.529486e-03   2.062391e-08   432
  1.842373e-01   5.671242e-07   5.664946e-03   1.847236e-08   578
  2.072002e-01   4.816775e-07   6.772075e-03   1.507128e-08   810
  2.303547e-01   4.202454e-07   6.480384e-03   1.299816e-08   950
  2.517847e-01   4.213320e-07   5.785063e-03   1.211756e-08   1002
  2.732112e-01   3.859739e-07   6.616244e-03   9.795255e-09   1334
  2.948935e-01   3.671623e-07   6.196170e-03   8.993479e-09   1410
  3.155343e-01   3.396409e-07   6.190496e-03   8.354537e-09   1652
  3.371087e-01   3.162818e-07   6.109282e-03   7.121942e-09   1974
  3.592470e-01   2.826511e-07   5.988009e-03   6.002222e-09   2234
  3.814465e-01   2.716309e-07   6.299517e-03   5.344790e-09   2554
  4.040079e-01   2.384363e-07   6.593104e-03   4.299224e-09   2950
  4.261031e-01   2.320555e-07   6.171339e-03   4.291851e-09   3042
  4.475593e-01   2.140783e-07   6.293558e-03   3.555560e-09   3422
  4.688647e-01   1.971936e-07   6.073955e-03   3.494915e-09   3618
  4.903170e-01   1.962809e-07   6.323437e-03   2.953909e-09   4172
  5.121345e-01   1.825672e-07   6.117225e-03   2.740746e-09   4470
  5.340670e-01   1.724091e-07   6.251277e-03   2.479215e-09   4970
  5.560786e-01   1.671524e-07   6.280253e-03   2.257244e-09   5334
  5.781031e-01   1.569404e-07   6.450693e-03   2.024819e-09   5810
  5.998654e-01   1.466996e-07   6.409345e-03   1.874002e-09   6114
  6.217707e-01   1.401532e-07   6.530951e-03   1.700383e-09   6782
  6.431254e-01   1.334823e-07   5.957963e-03   1.682320e-09   6684
