# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   3.514781e+00   9.900990e-03   5.425367e+00   0.000000e+00   0.000000e+00
      1   3.561656e+00   1.012801e-02   5.362486e+00   0.000000e+00   0.000000e+00
      2   3.608531e+00   1.035752e-02   5.301083e+00   0.000000e+00   0.000000e+00
      3   3.655406e+00   1.058954e-02   5.241105e+00   0.000000e+00   0.000000e+00
      4   3.702281e+00   1.082405e-02   5.182501e+00   0.000000e+00   0.000000e+00
      5   3.749156e+00   1.106107e-02   5.125224e+00   0.000000e+00   0.000000e+00
      6   3.796031e+00   1.130058e-02   5.069229e+00   0.000000e+00   0.000000e+00
      7   3.842906e+00   1.154260e-02   5.014472e+00   0.000000e+00   0.000000e+00
      8   3.889781e+00   1.178711e-02   4.960912e+00   0.000000e+00   0.000000e+00
      9   3.936656e+00   1.203413e-02   4.908508e+00   0.000000e+00   0.000000e+00
     10   3.983531e+00   1.228364e-02   4.857225e+00   0.000000e+00   0.000000e+00
     11   4.030406e+00   1.253566e-02   4.807024e+00   0.000000e+00   0.000000e+00
     12   4.077281e+00   1.279017e-02   4.757872e+00   0.000000e+00   0.000000e+00
     13   4.124156e+00   1.304719e-02   4.709736e+00   0.000000e+00   0.000000e+00
     14   4.171031e+00   1.330670e-02   4.662583e+00   0.000000e+00   0.000000e+00
     15   4.217906e+00   1.356872e-02   4.616384e+00   0.000000e+00   0.000000e+00
     16   4.264781e+00   1.383323e-02   4.571109e+00   0.000000e+00   0.000000e+00
     17   4.311656e+00   1.410024e-02   4.526730e+00   0.000000e+00   0.000000e+00
     18   4.358531e+00   1.436976e-02   4.483221e+00   0.000000e+00   0.000000e+00
     19   4.405406e+00   1.464177e-02   4.440556e+00   0.000000e+00   0.000000e+00
     20   4.452281e+00   1.491629e-02   4.398709e+00   0.000000e+00   0.000000e+00
     21   4.499156e+00   1.519330e-02   4.357658e+00   0.000000e+00   0.000000e+00
     22   4.546031e+00   1.547281e-02   4.317380e+00   0.000000e+00   0.000000e+00
     23   4.592906e+00   1.575483e-02   4.277852e+00   0.000000e+00   0.000000e+00
     24   4.639781e+00   1.603934e-02   4.239054e+00   0.000000e+00   0.000000e+00
     25   4.686656e+00   1.632635e-02   4.200965e+00   0.000000e+00   0.000000e+00
     26   4.733531e+00   1.661587e-02   4.163565e+00   0.000000e+00   0.000000e+00
     27   4.780406e+00   1.690788e-02   4.126837e+00   0.000000e+00   0.000000e+00
     28   4.827281e+00   1.720239e-02   4.090761e+00   0.000000e+00   0.000000e+00
     29   4.874156e+00   1.749941e-02   4.055320e+00   0.000000e+00   0.000000e+00
     30   4.921031e+00   1.779892e-02   4.020497e+00   0.000000e+00   0.000000e+00
     31   4.967906e+00   1.810093e-02   3.986277e+00   0.000000e+00   0.000000e+00
     32   5.014781e+00   1.840545e-02   3.952642e+00   0.000000e+00   0.000000e+00
     33   5.061656e+00   1.871246e-02   3.919579e+00   0.000000e+00   0.000000e+00
     34   5.108531e+00   1.902197e-02   3.887073e+00   0.000000e+00   0.000000e+00
     35   5.155406e+00   1.933398e-02   3.855109e+00   0.000000e+00   0.000000e+00
     36   5.202281e+00   1.964850e-02   3.823674e+00   0.000000e+00   0.000000e+00
     37   5.249156e+00   1.996551e-02   3.792754e+00   0.000000e+00   0.000000e+00
     38   5.296031e+00   2.028502e-02   3.762338e+00   0.000000e+00   0.000000e+00
     39   5.342906e+00   2.060704e-02   3.732411e+00   0.000000e+00   0.000000e+00
     40   5.389781e+00   2.093155e-02   3.702964e+00   0.000000e+00   0.000000e+00
     41   5.436656e+00   2.125856e-02   3.673984e+00   0.000000e+00   0.000000e+00
     42   5.483531e+00   2.158808e-02   3.645460e+00   0.000000e+00   0.000000e+00
     43   5.530406e+00   2.192009e-02   3.617381e+00   0.000000e+00   0.000000e+00
     44   5.577281e+00   2.225460e-02   3.589736e+00   0.000000e+00   0.000000e+00
     45   5.624156e+00   2.259162e-02   3.562516e+00   0.000000e+00   0.000000e+00
     46   5.671031e+00   2.293113e-02   3.535711e+00   0.000000e+00   0.000000e+00
     47   5.717906e+00   2.327314e-02   3.509312e+00   0.000000e+00   0.000000e+00
     48   5.764781e+00   2.361766e-02   3.483308e+00   0.000000e+00   0.000000e+00
     49   5.811656e+00   2.396467e-02   3.457691e+00   0.000000e+00   0.000000e+00
     50   5.858531e+00   2.431419e-02   3.432453e+00   0.000000e+00   0.000000e+00
     51   5.905406e+00   2.466620e-02   3.407585e+00   0.000000e+00   0.000000e+00
     52   5.952281e+00   2.502071e-02   3.383079e+00   0.000000e+00   0.000000e+00
     53   5.999156e+00   2.537773e-02   3.358927e+00   0.000000e+00   0.000000e+00
     54   6.046031e+00   2.573724e-02   3.335121e+00   0.000000e+00   0.000000e+00
     55   6.092906e+00   2.609926e-02   3.311654e+00   0.000000e+00   0.000000e+00
     56   6.139781e+00   2.646378e-02   3.288518e+00   0.000000e+00   0.000000e+00
     57   6.186656e+00   2.683079e-02   3.265707e+00   0.000000e+00   0.000000e+00
     58   6.233531e+00   2.720031e-02   3.243213e+00   0.000000e+00   0.000000e+00
