# power spectrum of delta
# redshift z=0.690600
# k              Pk             sigma(k)       sigma(Pk)      count
  4.789006e-02   1.877023e-02   1.569186e-05   7.155124e-03   6
  6.772678e-02   1.012653e-01   0.000000e+00   2.195557e-02   12
  8.844750e-02   1.075063e-01   6.350197e-03   1.895849e-02   14
  1.121958e-01   1.861724e-01   5.110132e-03   2.026749e-02   48
  1.413226e-01   2.421832e-01   3.711993e-03   2.772117e-02   42
  1.551375e-01   2.243849e-01   3.695504e-03   2.964733e-02   48
  1.759035e-01   3.277369e-01   4.430317e-03   3.309569e-02   80
  1.993525e-01   4.416561e-01   3.439775e-03   3.824304e-02   90
  2.172926e-01   4.051945e-01   5.401395e-03   3.971441e-02   120
  2.427789e-01   5.499002e-01   4.539269e-03   4.001030e-02   158
  2.596594e-01   6.387492e-01   2.154172e-03   6.632170e-02   120
  2.799969e-01   6.809794e-01   4.814837e-03   4.719336e-02   186
  3.024673e-01   7.918658e-01   6.584405e-03   4.665038e-02   264
  3.207263e-01   9.475764e-01   3.554717e-03   6.502014e-02   168
  3.440233e-01   1.018315e+00   6.353114e-03   5.540883e-02   386
  3.635186e-01   8.744586e-01   3.844319e-03   6.643386e-02   192
  3.827000e-01   1.292628e+00   6.302989e-03   6.494923e-02   390
  4.042493e-01   1.207537e+00   6.599222e-03   6.021380e-02   396
  4.244941e-01   1.357164e+00   6.547168e-03   6.776288e-02   398
  4.467496e-01   1.440839e+00   6.417329e-03   5.755466e-02   576
  4.686509e-01   1.371569e+00   6.510439e-03   6.527573e-02   444
  4.878078e-01   1.890645e+00   5.874003e-03   7.133985e-02   590
  5.096214e-01   1.858087e+00   6.432479e-03   7.014328e-02   648
  5.308979e-01   2.027044e+00   5.692893e-03   8.393079e-02   654
  5.498012e-01   2.052742e+00   4.722042e-03   7.788137e-02   636
  5.709321e-01   2.286860e+00   7.079544e-03   7.674016e-02   830
  5.907593e-01   2.478661e+00   5.095999e-03   8.253359e-02   792
  6.110328e-01   2.582164e+00   5.241142e-03   9.091991e-02   804
  6.317957e-01   3.028268e+00   6.468770e-03   1.018214e-01   1038
  6.518970e-01   2.862109e+00   5.066866e-03   9.095186e-02   936
  6.736844e-01   2.944436e+00   5.920520e-03   8.445345e-02   1130
  6.934320e-01   3.252799e+00   5.498096e-03   9.577095e-02   1104
  7.151093e-01   3.277330e+00   6.112917e-03   9.561043e-02   1230
  7.349322e-01   3.670109e+00   6.212201e-03   9.633366e-02   1260
  7.550713e-01   3.922523e+00   5.373821e-03   1.125280e-01   1286
  7.778485e-01   3.823938e+00   6.513251e-03   9.326880e-02   1728
  7.994312e-01   4.257776e+00   5.761882e-03   1.098562e-01   1392
  8.199442e-01   4.376558e+00   5.466460e-03   1.095330e-01   1626
  8.409694e-01   4.503991e+00   6.465203e-03   1.072889e-01   1760
  8.620805e-01   4.643280e+00   5.346546e-03   1.099855e-01   1686
  8.819823e-01   4.817039e+00   5.432531e-03   1.092172e-01   1812
  9.023318e-01   5.186290e+00   6.258151e-03   1.205323e-01   1862
