# power spectrum of theta (div v)
# redshift z=-0.022400
# k              Pk             sigma(k)       sigma(Pk)      count
  4.789006e-02   5.248575e-10   1.569186e-05   1.891543e-10   6
  6.772678e-02   2.559827e-09   0.000000e+00   5.987343e-10   12
  8.844750e-02   2.344580e-09   6.350197e-03   4.278327e-10   14
  1.121958e-01   3.937902e-09   5.110132e-03   3.889341e-10   48
  1.413226e-01   5.235646e-09   3.711993e-03   6.061800e-10   42
  1.551375e-01   4.612535e-09   3.695504e-03   6.001608e-10   48
  1.759035e-01   6.899144e-09   4.430317e-03   6.818827e-10   80
  1.993525e-01   8.608311e-09   3.439775e-03   8.055939e-10   90
  2.172926e-01   7.277455e-09   5.401395e-03   6.748647e-10   120
  2.427789e-01   9.420440e-09   4.539269e-03   6.608468e-10   158
  2.596594e-01   1.028318e-08   2.154172e-03   1.061701e-09   120
  2.799969e-01   1.076433e-08   4.814837e-03   7.053996e-10   186
  3.024673e-01   1.146975e-08   6.584405e-03   7.751742e-10   264
  3.207263e-01   1.369607e-08   3.554717e-03   9.742847e-10   168
  3.440233e-01   1.348701e-08   6.353114e-03   6.696438e-10   386
  3.635186e-01   1.292417e-08   3.844319e-03   1.009012e-09   192
  3.827000e-01   1.538137e-08   6.302989e-03   8.227190e-10   390
  4.042493e-01   1.441534e-08   6.599222e-03   6.566191e-10   396
  4.244941e-01   1.573984e-08   6.547168e-03   7.242585e-10   398
  4.467496e-01   1.646623e-08   6.417329e-03   6.675710e-10   576
  4.686509e-01   1.660329e-08   6.510439e-03   7.396792e-10   444
  4.878078e-01   1.861943e-08   5.874003e-03   7.375252e-10   590
  5.096214e-01   1.663959e-08   6.432479e-03   6.929610e-10   648
  5.308979e-01   1.807335e-08   5.692893e-03   7.024723e-10   654
  5.498012e-01   1.828769e-08   4.722042e-03   6.685977e-10   636
  5.709321e-01   1.864496e-08   7.079544e-03   6.513023e-10   830
  5.907593e-01   1.816181e-08   5.095999e-03   6.188488e-10   792
  6.110328e-01   1.981246e-08   5.241142e-03   6.881172e-10   804
  6.317957e-01   2.136489e-08   6.468770e-03   7.319288e-10   1038
  6.518970e-01   1.788581e-08   5.066866e-03   5.790884e-10   936
  6.736844e-01   2.075387e-08   5.920520e-03   6.342474e-10   1130
  6.934320e-01   1.814766e-08   5.498096e-03   5.659344e-10   1104
  7.151093e-01   1.889416e-08   6.116133e-03   5.229604e-10   1230
  7.349322e-01   1.922421e-08   6.212201e-03   5.262388e-10   1260
  7.550713e-01   1.859983e-08   5.367123e-03   5.283455e-10   1286
  7.778485e-01   1.994906e-08   6.513251e-03   4.666812e-10   1728
  7.994312e-01   1.958109e-08   5.761882e-03   5.205450e-10   1392
  8.199443e-01   1.931114e-08   5.451671e-03   4.676094e-10   1626
  8.409694e-01   2.045572e-08   6.465203e-03   4.522437e-10   1760
  8.620805e-01   1.956038e-08   5.346546e-03   4.699211e-10   1686
  8.819823e-01   1.863701e-08   5.432531e-03   4.674639e-10   1812
  9.023318e-01   1.936249e-08   6.253163e-03   4.580827e-10   1862
  9.231285e-01   1.913840e-08   5.577898e-03   4.064132e-10   2160
  9.440529e-01   1.950534e-08   5.701804e-03   4.406745e-10   1956
  9.651054e-01   1.823012e-08   6.398212e-03   3.632203e-10   2454
  9.856496e-01   1.951486e-08   4.996224e-03   4.277999e-10   2048
  1.006269e+00   1.958658e-08   6.507889e-03   3.946749e-10   2538
  1.026621e+00   1.807955e-08   5.450501e-03   3.869629e-10   2400
  1.047192e+00   1.875747e-08   6.493922e-03   3.577503e-10   2526
  1.067717e+00   1.738160e-08   6.428646e-03   3.231885e-10   2856
  1.089126e+00   1.841284e-08   6.038885e-03   3.492304e-10   2804
  1.110271e+00   1.818595e-08   6.270330e-03   3.178005e-10   2958
  1.130394e+00   1.828930e-08   6.084327e-03   3.304342e-10   2976
  1.151629e+00   1.715566e-08   6.085785e-03   3.105974e-10   3194
  1.171511e+00   1.755228e-08   6.080364e-03   3.108982e-10   3120
  1.193046e+00   1.724923e-08   6.161446e-03   2.842993e-10   3606
  1.213598e+00   1.724941e-08   5.627794e-03   3.027920e-10   3276
  1.233621e+00   1.763311e-08   6.355793e-03   2.928641e-10   3600
  1.254220e+00   1.700893e-08   5.584221e-03   2.843084e-10   3638
  1.274050e+00   1.725218e-08   5.946849e-03   2.846831e-10   3744
  1.295503e+00   1.603279e-08   6.160694e-03   2.479627e-10   4170
  1.316011e+00   1.671763e-08   5.789618e-03   2.787158e-10   3984
  1.336899e+00   1.705641e-08   5.888187e-03   2.551404e-10   4334
  1.357509e+00   1.632038e-08   5.453663e-03   2.418165e-10   4284
  1.377862e+00   1.636439e-08   6.569849e-03   2.504510e-10   4374
  1.399143e+00   1.672900e-08   5.852376e-03   2.346849e-10   5016
  1.420103e+00   1.666717e-08   5.618773e-03   2.496461e-10   4580
  1.440995e+00   1.615599e-08   6.605099e-03   2.253577e-10   5142
