# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   7.029561e+00   9.900990e-03   5.557700e+00   0.000000e+00   0.000000e+00
      1   7.123311e+00   1.012801e-02   5.493286e+00   0.000000e+00   0.000000e+00
      2   7.217061e+00   1.035752e-02   5.430385e+00   0.000000e+00   0.000000e+00
      3   7.310811e+00   1.058954e-02   5.368943e+00   0.000000e+00   0.000000e+00
      4   7.404561e+00   1.082405e-02   5.308910e+00   0.000000e+00   0.000000e+00
      5   7.498311e+00   1.106107e-02   5.250236e+00   0.000000e+00   0.000000e+00
      6   7.592061e+00   1.130058e-02   5.192875e+00   0.000000e+00   0.000000e+00
      7   7.685811e+00   1.154260e-02   5.136783e+00   0.000000e+00   0.000000e+00
      8   7.779561e+00   1.178711e-02   5.081916e+00   0.000000e+00   0.000000e+00
      9   7.873311e+00   1.203413e-02   5.028234e+00   0.000000e+00   0.000000e+00
     10   7.967061e+00   1.228364e-02   4.975700e+00   0.000000e+00   0.000000e+00
     11   8.060811e+00   1.253566e-02   4.924275e+00   0.000000e+00   0.000000e+00
     12   8.154561e+00   1.279017e-02   4.873924e+00   0.000000e+00   0.000000e+00
     13   8.248311e+00   1.304719e-02   4.824613e+00   0.000000e+00   0.000000e+00
     14   8.342061e+00   1.330670e-02   4.776310e+00   0.000000e+00   0.000000e+00
     15   8.435811e+00   1.356872e-02   4.728984e+00   0.000000e+00   0.000000e+00
     16   8.529561e+00   1.383323e-02   4.682605e+00   0.000000e+00   0.000000e+00
     17   8.623311e+00   1.410024e-02   4.637143e+00   0.000000e+00   0.000000e+00
     18   8.717061e+00   1.436976e-02   4.592573e+00   0.000000e+00   0.000000e+00
     19   8.810811e+00   1.464177e-02   4.548867e+00   0.000000e+00   0.000000e+00
     20   8.904561e+00   1.491629e-02   4.506000e+00   0.000000e+00   0.000000e+00
     21   8.998311e+00   1.519330e-02   4.463948e+00   0.000000e+00   0.000000e+00
     22   9.092061e+00   1.547281e-02   4.422687e+00   0.000000e+00   0.000000e+00
