# power spectrum of omega (curl v)
# redshift z=-0.022400
# k              Pk             sigma(k)       sigma(Pk)      count
  3.055727e-02   2.466027e-17   4.675553e-03   4.445511e-18   18
  5.341665e-02   5.419401e-16   5.655040e-03   6.234778e-17   62
  7.434527e-02   2.948800e-15   3.912110e-03   2.572988e-16   90
  9.415887e-02   1.158471e-14   6.174130e-03   6.948062e-16   170
  1.147788e-01   4.435966e-14   6.417357e-03   2.179342e-15   246
  1.349136e-01   8.493183e-14   6.117973e-03   3.784831e-15   338
  1.547840e-01   2.188523e-13   5.259740e-03   7.901641e-15   432
  1.752496e-01   4.521880e-13   5.388591e-03   1.333780e-14   578
  1.970923e-01   8.260722e-13   6.441711e-03   2.001612e-14   810
  2.191172e-01   1.515490e-12   6.164249e-03   3.600221e-14   950
  2.395018e-01   2.463007e-12   5.502849e-03   5.223405e-14   1002
  2.598830e-01   3.882652e-12   6.293481e-03   7.754193e-14   1334
  2.805077e-01   5.926683e-12   5.893900e-03   1.128115e-13   1410
  3.001415e-01   8.464990e-12   5.888504e-03   1.567540e-13   1652
  3.206634e-01   1.156072e-11   5.811251e-03   1.917260e-13   1974
  3.417217e-01   1.598495e-11   5.695893e-03   2.461255e-13   2234
  3.628382e-01   2.182446e-11   5.992205e-03   3.108497e-13   2554
  3.842991e-01   2.964434e-11   6.271470e-03   3.975529e-13   2950
  4.053164e-01   3.883095e-11   5.870280e-03   5.060741e-13   3042
  4.257258e-01   4.802134e-11   5.986537e-03   5.874240e-13   3422
  4.459920e-01   6.138006e-11   5.777647e-03   7.311809e-13   3618
  4.663977e-01   7.695124e-11   6.014958e-03   8.362826e-13   4172
  4.871509e-01   9.127747e-11   5.818807e-03   1.000418e-12   4470
  5.080134e-01   1.107910e-10   5.946319e-03   1.115237e-12   4970
  5.289512e-01   1.352734e-10   5.973882e-03   1.355674e-12   5334
  5.499014e-01   1.672224e-10   6.136007e-03   1.578173e-12   5810
  5.706020e-01   1.941176e-10   6.096676e-03   1.724205e-12   6114
  5.914387e-01   2.262134e-10   6.212350e-03   1.932511e-12   6782
  6.117516e-01   2.698179e-10   5.667314e-03   2.328515e-12   6684
  6.318846e-01   3.034905e-10   5.857548e-03   2.505689e-12   7574
  6.527619e-01   3.505674e-10   5.916187e-03   2.770036e-12   8154
  6.735722e-01   3.974282e-10   5.885752e-03   3.092946e-12   8618
  6.947297e-01   4.504245e-10   6.168353e-03   3.265588e-12   9494
  7.156903e-01   5.151187e-10   5.950826e-03   3.658767e-12   9618
  7.363700e-01   5.701363e-10   6.045432e-03   3.946406e-12   10306
  7.571525e-01   6.495224e-10   6.100609e-03   4.476593e-12   10942
  7.778692e-01   7.077824e-10   5.956436e-03   4.730822e-12   11452
  7.985669e-01   7.849789e-10   5.851987e-03   5.062736e-12   12046
  8.190852e-01   8.669542e-10   5.749947e-03   5.429090e-12   12522
  8.398421e-01   9.577784e-10   6.009802e-03   5.889474e-12   13562
  8.607721e-01   1.051839e-09   6.115273e-03   6.361694e-12   14182
  8.817291e-01   1.148632e-09   6.174655e-03   6.721317e-12   14986
  9.023242e-01   1.248781e-09   5.872702e-03   7.279118e-12   14982
  9.228786e-01   1.379385e-09   6.104890e-03   7.757369e-12   16388
  9.435923e-01   1.484302e-09   5.865745e-03   8.000240e-12   16626
  9.641656e-01   1.560509e-09   5.950476e-03   8.352927e-12   17678
  9.849050e-01   1.689825e-09   5.858296e-03   8.836765e-12   18354
  1.005560e+00   1.814518e-09   5.907843e-03   9.476416e-12   19034
  1.026288e+00   1.958474e-09   6.055506e-03   9.729943e-12   20142
  1.047361e+00   2.065790e-09   6.194458e-03   9.986924e-12   21386
  1.068199e+00   2.223562e-09   5.931446e-03   1.088020e-11   21318
  1.088858e+00   2.355697e-09   5.993218e-03   1.107056e-11   22676
  1.109675e+00   2.549513e-09   5.931729e-03   1.190079e-11   23322
  1.130327e+00   2.642961e-09   5.857783e-03   1.193793e-11   24134
  1.151021e+00   2.790248e-09   5.961102e-03   1.252724e-11   25146
  1.171751e+00   2.981831e-09   5.933026e-03   1.307500e-11   26030
  1.192371e+00   3.101825e-09   5.965685e-03   1.337988e-11   26674
  1.213218e+00   3.261160e-09   6.132824e-03   1.372343e-11   28570
  1.233909e+00   3.415118e-09   5.927042e-03   1.440806e-11   28224
  1.254671e+00   3.579887e-09   6.129052e-03   1.448597e-11   30626
  1.275440e+00   3.756064e-09   5.735857e-03   1.516736e-11   30158
  1.295885e+00   3.956244e-09   5.877782e-03   1.578622e-11   31674
  1.316679e+00   4.114413e-09   6.072868e-03   1.627317e-11   33306
  1.337368e+00   4.294571e-09   5.882611e-03   1.648921e-11   33422
  1.358043e+00   4.468908e-09   6.036511e-03   1.685528e-11   35298
  1.379037e+00   4.661965e-09   6.039578e-03   1.718542e-11   36650
  1.399851e+00   4.831664e-09   5.982483e-03   1.769143e-11   36992
  1.420647e+00   4.986493e-09   6.036908e-03   1.797417e-11   38730
  1.441452e+00   5.153879e-09   5.888940e-03   1.864773e-11   39246
  1.462129e+00   5.314290e-09   5.983017e-03   1.860207e-11   40466
  1.482704e+00   5.563904e-09   5.833226e-03   1.938187e-11   41170
  1.503437e+00   5.716700e-09   6.086966e-03   1.936506e-11   43534
  1.524223e+00   5.944353e-09   5.862400e-03   2.017592e-11   43650
  1.544837e+00   6.081232e-09   5.934423e-03   2.038070e-11   45272
  1.565723e+00   6.329945e-09   6.039898e-03   2.052428e-11   47098
  1.586565e+00   6.476541e-09   5.935805e-03   2.095647e-11   47746
  1.607253e+00   6.667823e-09   5.972617e-03   2.139857e-11   48870
  1.627839e+00   6.920266e-09   5.826832e-03   2.185793e-11   49682
  1.648381e+00   7.015758e-09   5.863695e-03   2.196272e-11   51222
  1.669152e+00   7.325373e-09   6.077484e-03   2.246349e-11   53378
  1.689858e+00   7.447615e-09   5.840491e-03   2.291799e-11   53634
  1.710744e+00   7.635555e-09   6.148870e-03   2.271931e-11   56888
  1.731685e+00   7.881209e-09   5.927725e-03   2.343547e-11   56650
  1.752473e+00   8.055284e-09   6.059540e-03   2.362370e-11   58786
  1.773212e+00   8.293707e-09   5.895548e-03   2.419026e-11   59214
  1.793888e+00   8.483576e-09   6.104720e-03   2.425921e-11   61250
  1.814521e+00   8.688337e-09   5.925072e-03   2.460055e-11   61686
  1.835084e+00   8.857989e-09   5.944736e-03   2.484695e-11   63626
  1.855898e+00   9.019169e-09   6.055430e-03   2.476719e-11   66204
  1.876801e+00   9.221939e-09   6.069910e-03   2.519426e-11   67094
  1.897511e+00   9.538872e-09   5.934899e-03   2.586178e-11   67890
  1.918254e+00   9.658573e-09   5.898216e-03   2.559903e-11   70334
  1.938972e+00   9.888056e-09   5.803537e-03   2.636824e-11   70626
  1.959535e+00   1.005939e-08   6.044272e-03   2.648267e-11   72554
  1.980239e+00   1.038381e-08   6.064389e-03   2.669227e-11   74550
  2.000951e+00   1.049501e-08   5.948649e-03   2.706751e-11   75674
  2.021650e+00   1.069471e-08   5.907821e-03   2.727523e-11   77564
  2.042602e+00   1.088188e-08   6.075965e-03   2.696692e-11   80766
  2.063458e+00   1.114379e-08   5.858560e-03   2.789392e-11   80202
  2.084200e+00   1.133091e-08   5.948192e-03   2.785862e-11   83102
  2.104993e+00   1.156233e-08   5.974689e-03   2.834185e-11   83890
  2.125679e+00   1.168312e-08   6.005196e-03   2.808045e-11   85522
  2.146286e+00   1.198648e-08   5.826710e-03   2.893019e-11   86670
  2.166974e+00   1.208489e-08   5.920386e-03   2.870896e-11   89588
  2.187800e+00   1.227133e-08   6.076822e-03   2.881367e-11   91038
  2.208563e+00   1.246271e-08   5.932214e-03   2.898185e-11   92522
  2.229278e+00   1.266619e-08   5.871929e-03   2.907132e-11   94242
  2.250164e+00   1.288720e-08   6.089717e-03   2.904879e-11   97550
  2.270871e+00   1.304663e-08   6.117405e-03   2.992534e-11   96250
  2.291387e+00   1.331134e-08   6.027949e-03   3.006333e-11   99166
  2.312019e+00   1.349661e-08   5.835956e-03   2.997258e-11   100932
  2.332807e+00   1.365016e-08   6.107847e-03   2.980260e-11   104306
  2.353631e+00   1.375730e-08   6.050598e-03   3.018865e-11   104990
  2.374435e+00   1.400564e-08   5.842712e-03   3.023075e-11   107874
  2.395225e+00   1.424254e-08   5.528752e-03   0.000000e+00   108322
  2.415953e+00   1.451741e-08   5.388039e-03   0.000000e+00   111454
  2.436686e+00   1.468619e-08   5.872141e-03   0.000000e+00   112002
  2.457307e+00   1.488817e-08   5.941865e-03   0.000000e+00   114158
  2.477969e+00   1.503185e-08   5.826804e-03   0.000000e+00   116148
  2.498712e+00   1.532611e-08   6.059421e-03   0.000000e+00   118754
  2.519496e+00   1.549022e-08   6.094611e-03   0.000000e+00   120942
  2.540335e+00   1.565919e-08   5.878146e-03   0.000000e+00   123170
  2.561061e+00   1.581022e-08   6.164284e-03   0.000000e+00   123638
  2.581764e+00   1.597586e-08   5.703310e-03   0.000000e+00   126858
