# power spectrum of theta (div v)
# redshift z=1.395000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.055727e-02   2.691154e-10   4.675553e-03   2.793050e-11   18
  5.341665e-02   9.419163e-10   5.655040e-03   4.249872e-11   62
  7.434527e-02   1.944130e-09   3.912110e-03   6.230443e-11   90
  9.415887e-02   2.581805e-09   6.174130e-03   6.571836e-11   170
  1.147788e-01   3.358535e-09   6.417357e-03   8.809666e-11   246
  1.349136e-01   4.637574e-09   6.117973e-03   1.119241e-10   338
  1.547840e-01   5.277295e-09   5.259740e-03   1.303945e-10   432
  1.752496e-01   6.525757e-09   5.388591e-03   1.506479e-10   578
  1.970923e-01   7.388222e-09   6.441711e-03   1.687295e-10   810
  2.191172e-01   7.955942e-09   6.164249e-03   1.855554e-10   950
  2.395018e-01   9.381655e-09   5.502849e-03   2.176882e-10   1002
  2.598830e-01   1.029288e-08   6.293481e-03   2.178982e-10   1334
  2.805077e-01   1.127270e-08   5.893900e-03   2.396623e-10   1410
  3.001415e-01   1.193314e-08   5.888504e-03   2.447031e-10   1652
  3.206634e-01   1.254711e-08   5.811251e-03   2.475105e-10   1974
  3.417217e-01   1.354426e-08   5.695893e-03   2.576763e-10   2234
  3.628382e-01   1.485470e-08   5.992205e-03   2.677319e-10   2554
  3.842991e-01   1.464994e-08   6.271470e-03   2.541745e-10   2950
  4.053164e-01   1.533725e-08   5.870280e-03   2.622457e-10   3042
  4.257258e-01   1.587184e-08   5.986537e-03   2.687900e-10   3422
  4.459920e-01   1.694841e-08   5.777647e-03   2.798057e-10   3618
  4.663977e-01   1.748425e-08   6.014958e-03   2.685420e-10   4172
  4.871509e-01   1.867908e-08   5.818807e-03   2.824955e-10   4470
  5.080134e-01   1.926773e-08   5.946319e-03   2.771951e-10   4970
  5.289512e-01   2.049849e-08   5.973882e-03   2.763889e-10   5334
  5.499014e-01   2.040933e-08   6.136007e-03   2.643452e-10   5810
  5.706020e-01   2.154655e-08   6.096676e-03   2.691618e-10   6114
  5.914387e-01   2.153845e-08   6.212350e-03   2.578772e-10   6782
  6.117516e-01   2.306876e-08   5.667314e-03   2.837920e-10   6684
  6.318846e-01   2.295122e-08   5.857548e-03   2.692103e-10   7574
  6.527619e-01   2.381706e-08   5.916187e-03   2.595526e-10   8154
  6.735722e-01   2.421234e-08   5.885752e-03   2.521027e-10   8618
  6.947297e-01   2.470836e-08   6.168353e-03   2.486486e-10   9494
  7.156903e-01   2.533963e-08   5.950826e-03   2.588689e-10   9618
  7.363700e-01   2.608547e-08   6.045432e-03   2.539976e-10   10306
  7.571525e-01   2.662049e-08   6.100609e-03   2.490802e-10   10942
  7.778692e-01   2.705021e-08   5.956436e-03   2.495393e-10   11452
