# power spectrum of delta
# redshift z=0.589500
# k              Pk             sigma(k)       sigma(Pk)      count
  3.055727e-02   1.444821e-02   4.675553e-03   1.489398e-03   18
  5.341665e-02   5.338453e-02   5.655040e-03   2.627667e-03   62
  7.434527e-02   1.114148e-01   3.912110e-03   4.238318e-03   90
  9.415887e-02   1.441918e-01   6.174130e-03   4.750286e-03   170
  1.147788e-01   1.891252e-01   6.417357e-03   7.062445e-03   246
  1.349136e-01   2.717918e-01   6.117973e-03   8.836901e-03   338
  1.547840e-01   3.293761e-01   5.259740e-03   1.081982e-02   432
  1.752496e-01   4.073417e-01   5.388591e-03   0.000000e+00   578
  1.970923e-01   4.705749e-01   6.441711e-03   0.000000e+00   810
  2.191172e-01   5.346221e-01   6.164249e-03   0.000000e+00   950
  2.395018e-01   6.598951e-01   5.502849e-03   0.000000e+00   1002
  2.598830e-01   7.475314e-01   6.293481e-03   0.000000e+00   1334
  2.805077e-01   8.866666e-01   5.893900e-03   0.000000e+00   1410
  3.001415e-01   9.551641e-01   5.888504e-03   0.000000e+00   1652
  3.206634e-01   1.047737e+00   5.811251e-03   0.000000e+00   1974
  3.417217e-01   1.126168e+00   5.695893e-03   0.000000e+00   2234
  3.628382e-01   1.305970e+00   5.992205e-03   0.000000e+00   2554
  3.842991e-01   1.324219e+00   6.271470e-03   0.000000e+00   2950
  4.053164e-01   1.490420e+00   5.870280e-03   0.000000e+00   3042
  4.257258e-01   1.598433e+00   5.986537e-03   0.000000e+00   3422
  4.459920e-01   1.720743e+00   5.777647e-03   0.000000e+00   3618
  4.663977e-01   1.935754e+00   6.014958e-03   0.000000e+00   4172
  4.871509e-01   2.090215e+00   5.818807e-03   0.000000e+00   4470
  5.080134e-01   2.321994e+00   5.946319e-03   0.000000e+00   4970
  5.289512e-01   2.448308e+00   5.973882e-03   0.000000e+00   5334
  5.499014e-01   2.633430e+00   6.136007e-03   0.000000e+00   5810
  5.706020e-01   2.809047e+00   6.096676e-03   0.000000e+00   6114
  5.914387e-01   2.986080e+00   6.212350e-03   0.000000e+00   6782
  6.117516e-01   3.187340e+00   5.667314e-03   0.000000e+00   6684
