# power spectrum of velocity
# redshift z=1.294600
# k              Pk             sigma(k)       sigma(Pk)      count
  3.055727e-02   5.864184e-07   4.675553e-03   4.464050e-08   18
  5.341665e-02   6.958053e-07   5.655040e-03   2.337324e-08   62
  7.434527e-02   7.547141e-07   3.912110e-03   2.269820e-08   90
  9.415887e-02   6.287321e-07   6.174130e-03   1.628529e-08   170
  1.147788e-01   5.433802e-07   6.417357e-03   1.369041e-08   246
  1.349136e-01   5.467007e-07   6.117973e-03   1.330090e-08   338
  1.547840e-01   4.728081e-07   5.259740e-03   1.202472e-08   432
  1.752496e-01   4.589012e-07   5.388591e-03   1.110657e-08   578
  1.970923e-01   4.072120e-07   6.441711e-03   9.493639e-09   810
  2.191172e-01   3.550936e-07   6.164249e-03   8.543275e-09   950
  2.395018e-01   3.503095e-07   5.502849e-03   8.255442e-09   1002
  2.598830e-01   3.259888e-07   6.293481e-03   6.974905e-09   1334
  2.805077e-01   3.069598e-07   5.893900e-03   6.604597e-09   1410
  3.001415e-01   2.842795e-07   5.888504e-03   5.927429e-09   1652
  3.206634e-01   2.616318e-07   5.811251e-03   5.227778e-09   1974
  3.417217e-01   2.480272e-07   5.695893e-03   4.758594e-09   2234
  3.628382e-01   2.413798e-07   5.992205e-03   4.393179e-09   2554
  3.842991e-01   2.118316e-07   6.271470e-03   3.699624e-09   2950
  4.053164e-01   1.997098e-07   5.870280e-03   3.432687e-09   3042
  4.257258e-01   1.876347e-07   5.986537e-03   3.187712e-09   3422
  4.459920e-01   1.821915e-07   5.777647e-03   3.050842e-09   3618
  4.663977e-01   1.721433e-07   6.014958e-03   2.652604e-09   4172
  4.871509e-01   1.681768e-07   5.818807e-03   2.541865e-09   4470
  5.080134e-01   1.595991e-07   5.946319e-03   2.298110e-09   4970
  5.289512e-01   1.564670e-07   5.973882e-03   2.103214e-09   5334
  5.499014e-01   1.445624e-07   6.136007e-03   1.873081e-09   5810
  5.706020e-01   1.411979e-07   6.096676e-03   1.759935e-09   6114
  5.914387e-01   1.316407e-07   6.212350e-03   1.575480e-09   6782
  6.117516e-01   1.319087e-07   5.667314e-03   1.629350e-09   6684
  6.318846e-01   1.229816e-07   5.857548e-03   1.444510e-09   7574
  6.527619e-01   1.194745e-07   5.916187e-03   1.300586e-09   8154
  6.735722e-01   1.143647e-07   5.885752e-03   1.184745e-09   8618
  6.947297e-01   1.093932e-07   6.168353e-03   1.096829e-09   9494
  7.156903e-01   1.056841e-07   5.950826e-03   1.081195e-09   9618
  7.363700e-01   1.029716e-07   6.045432e-03   9.987816e-10   10306
  7.571525e-01   9.951187e-08   6.100609e-03   9.272596e-10   10942
  7.778692e-01   9.546213e-08   5.956436e-03   8.808384e-10   11452
  7.985669e-01   9.098105e-08   5.851987e-03   8.299066e-10   12046
  8.190852e-01   8.735603e-08   5.749947e-03   7.851936e-10   12522
  8.398421e-01   8.624875e-08   6.009802e-03   7.314933e-10   13562
  8.607721e-01   8.238809e-08   6.115273e-03   6.929993e-10   14182
  8.817291e-01   8.010792e-08   6.174655e-03   6.504601e-10   14986
  9.023242e-01   7.902084e-08   5.872702e-03   6.453161e-10   14982
  9.228786e-01   7.505037e-08   6.104890e-03   5.799557e-10   16388
  9.435923e-01   7.397072e-08   5.865745e-03   5.767002e-10   16626
  9.641656e-01   7.048244e-08   5.950476e-03   5.376173e-10   17678
  9.849050e-01   6.936970e-08   5.858296e-03   5.122774e-10   18354
  1.005560e+00   6.701565e-08   5.907843e-03   4.824764e-10   19034
  1.026288e+00   6.396090e-08   6.055506e-03   4.461033e-10   20142
  1.047361e+00   6.278570e-08   6.194458e-03   4.302298e-10   21386
  1.068199e+00   6.155910e-08   5.931446e-03   4.185524e-10   21318
  1.088858e+00   5.955825e-08   5.993218e-03   3.982219e-10   22676
  1.109675e+00   5.690157e-08   5.931729e-03   3.604109e-10   23322
  1.130327e+00   5.537381e-08   5.857783e-03   3.605187e-10   24134
  1.151021e+00   5.503467e-08   5.961102e-03   3.455536e-10   25146
  1.171751e+00   5.281533e-08   5.933026e-03   3.210919e-10   26030
  1.192371e+00   5.122991e-08   5.965685e-03   3.088993e-10   26674
  1.213218e+00   5.086924e-08   6.132824e-03   2.927641e-10   28570
  1.233909e+00   4.878961e-08   5.927042e-03   2.846014e-10   28224
  1.254671e+00   4.725783e-08   6.129052e-03   2.697027e-10   30626
  1.275440e+00   4.628145e-08   5.735857e-03   2.645584e-10   30158
