# power spectrum of delta
# redshift z=0.285100
# k              Pk             sigma(k)       sigma(Pk)      count
  3.055727e-02   1.949231e-02   4.675553e-03   2.008310e-03   18
  5.341665e-02   7.253673e-02   5.655040e-03   3.682414e-03   62
  7.434527e-02   1.515745e-01   3.912110e-03   6.231401e-03   90
  9.415887e-02   1.945528e-01   6.174130e-03   7.101913e-03   170
  1.147788e-01   2.565105e-01   6.417357e-03   1.068381e-02   246
  1.349136e-01   3.693591e-01   6.117973e-03   1.314919e-02   338
  1.547840e-01   4.528847e-01   5.259740e-03   0.000000e+00   432
  1.752496e-01   5.619211e-01   5.388591e-03   0.000000e+00   578
  1.970923e-01   6.507462e-01   6.441711e-03   0.000000e+00   810
  2.191172e-01   7.459460e-01   6.164249e-03   0.000000e+00   950
  2.395018e-01   9.339172e-01   5.502849e-03   0.000000e+00   1002
  2.598830e-01   1.057360e+00   6.293481e-03   0.000000e+00   1334
  2.805077e-01   1.274669e+00   5.893900e-03   0.000000e+00   1410
  3.001415e-01   1.376783e+00   5.888504e-03   0.000000e+00   1652
  3.206634e-01   1.540778e+00   5.811251e-03   0.000000e+00   1974
  3.417217e-01   1.644376e+00   5.695893e-03   0.000000e+00   2234
  3.628382e-01   1.908361e+00   5.992205e-03   0.000000e+00   2554
  3.842991e-01   1.967069e+00   6.271470e-03   0.000000e+00   2950
  4.053164e-01   2.247161e+00   5.870280e-03   0.000000e+00   3042
  4.257258e-01   2.401845e+00   5.986537e-03   0.000000e+00   3422
  4.459920e-01   2.541119e+00   5.777647e-03   0.000000e+00   3618
  4.663977e-01   2.920628e+00   6.014958e-03   0.000000e+00   4172
  4.871509e-01   3.179524e+00   5.818807e-03   0.000000e+00   4470
  5.080134e-01   3.551772e+00   5.946319e-03   0.000000e+00   4970
  5.289512e-01   3.807755e+00   5.973882e-03   0.000000e+00   5334
  5.499014e-01   4.093139e+00   6.136007e-03   0.000000e+00   5810
  5.706020e-01   4.409248e+00   6.096676e-03   0.000000e+00   6114
  5.914387e-01   4.687590e+00   6.212350e-03   0.000000e+00   6782
  6.117516e-01   4.987598e+00   5.667314e-03   0.000000e+00   6684
  6.318846e-01   5.324121e+00   5.857548e-03   0.000000e+00   7574
  6.527619e-01   5.774074e+00   5.916187e-03   0.000000e+00   8154
  6.735722e-01   6.035069e+00   5.885752e-03   0.000000e+00   8618
  6.947297e-01   6.295105e+00   6.168353e-03   0.000000e+00   9494
  7.156903e-01   6.678796e+00   5.950826e-03   0.000000e+00   9618
  7.363700e-01   7.177160e+00   6.045432e-03   0.000000e+00   10306
  7.571525e-01   7.501614e+00   6.100609e-03   0.000000e+00   10942
  7.778692e-01   7.941681e+00   5.956436e-03   0.000000e+00   11452
  7.985669e-01   8.550072e+00   5.851987e-03   0.000000e+00   12046
  8.190852e-01   8.738636e+00   5.749947e-03   0.000000e+00   12522
  8.398421e-01   9.214402e+00   6.009802e-03   0.000000e+00   13562
  8.607721e-01   9.612372e+00   6.115273e-03   0.000000e+00   14182
  8.817291e-01   1.011579e+01   6.174655e-03   0.000000e+00   14986
  9.023242e-01   1.034406e+01   5.872702e-03   0.000000e+00   14982
  9.228786e-01   1.112519e+01   6.104890e-03   0.000000e+00   16388
  9.435923e-01   1.170704e+01   5.865745e-03   0.000000e+00   16626
  9.641656e-01   1.222076e+01   5.950476e-03   0.000000e+00   17678
  9.849050e-01   1.295734e+01   5.858296e-03   0.000000e+00   18354
  1.005560e+00   1.323496e+01   5.907843e-03   0.000000e+00   19034
  1.026288e+00   1.398714e+01   6.055506e-03   0.000000e+00   20142
  1.047361e+00   1.416224e+01   6.194458e-03   0.000000e+00   21386
  1.068199e+00   1.482993e+01   5.931446e-03   0.000000e+00   21318
  1.088858e+00   1.561817e+01   5.993218e-03   0.000000e+00   22676
  1.109675e+00   1.578738e+01   5.931729e-03   0.000000e+00   23322
  1.130327e+00   1.612390e+01   5.857783e-03   0.000000e+00   24134
  1.151021e+00   1.711489e+01   5.961102e-03   0.000000e+00   25146
