# power spectrum of theta (div v)
# redshift z=-0.022400
# k              Pk             sigma(k)       sigma(Pk)      count
  3.055727e-02   3.517414e-10   4.675553e-03   3.624976e-11   18
  5.341665e-02   1.205812e-09   5.655040e-03   5.866387e-11   62
  7.434527e-02   2.453802e-09   3.912110e-03   1.011143e-10   90
  9.415887e-02   3.109502e-09   6.174130e-03   1.193748e-10   170
  1.147788e-01   3.863187e-09   6.417357e-03   1.621270e-10   246
  1.349136e-01   5.313986e-09   6.117973e-03   1.909521e-10   338
  1.547840e-01   6.067227e-09   5.259740e-03   2.317845e-10   432
  1.752496e-01   7.354152e-09   5.388591e-03   2.519759e-10   578
  1.970923e-01   7.888164e-09   6.441711e-03   2.648246e-10   810
  2.191172e-01   8.490289e-09   6.164249e-03   2.722359e-10   950
  2.395018e-01   1.018554e-08   5.502849e-03   3.028936e-10   1002
  2.598830e-01   1.092327e-08   6.293481e-03   2.886716e-10   1334
  2.805077e-01   1.209464e-08   5.893900e-03   2.979778e-10   1410
  3.001415e-01   1.270989e-08   5.888504e-03   3.215984e-10   1652
  3.206634e-01   1.385392e-08   5.811251e-03   3.170792e-10   1974
  3.417217e-01   1.361920e-08   5.695893e-03   2.950671e-10   2234
  3.628382e-01   1.452318e-08   5.992205e-03   2.868417e-10   2554
  3.842991e-01   1.447594e-08   6.271470e-03   2.602761e-10   2950
  4.053164e-01   1.588552e-08   5.870280e-03   3.000698e-10   3042
  4.257258e-01   1.572320e-08   5.986537e-03   2.570444e-10   3422
  4.459920e-01   1.567628e-08   5.777647e-03   2.715622e-10   3618
  4.663977e-01   1.719123e-08   6.014958e-03   2.567963e-10   4172
  4.871509e-01   1.750431e-08   5.818807e-03   2.642363e-10   4470
  5.080134e-01   1.740220e-08   5.946319e-03   2.487846e-10   4970
  5.289512e-01   1.849276e-08   5.973882e-03   2.554967e-10   5334
  5.499014e-01   1.844642e-08   6.136007e-03   2.383731e-10   5810
  5.706020e-01   1.869299e-08   6.096676e-03   2.412380e-10   6114
  5.914387e-01   1.906428e-08   6.212350e-03   2.294449e-10   6782
  6.117516e-01   1.883671e-08   5.667314e-03   2.374449e-10   6684
  6.318846e-01   1.920214e-08   5.857548e-03   2.165873e-10   7574
  6.527619e-01   1.980540e-08   5.916187e-03   2.179103e-10   8154
  6.735722e-01   1.968604e-08   5.885752e-03   2.153179e-10   8618
  6.947297e-01   1.946528e-08   6.168353e-03   1.969983e-10   9494
  7.156903e-01   1.935882e-08   5.950826e-03   1.955837e-10   9618
  7.363700e-01   1.970654e-08   6.045432e-03   1.907883e-10   10306
  7.571525e-01   1.965984e-08   6.100609e-03   1.933234e-10   10942
  7.778692e-01   1.986584e-08   5.956436e-03   1.839694e-10   11452
  7.985669e-01   1.990541e-08   5.851987e-03   1.796931e-10   12046
  8.190852e-01   1.969538e-08   5.749947e-03   1.757725e-10   12522
  8.398421e-01   1.956786e-08   6.009802e-03   1.660796e-10   13562
  8.607721e-01   1.946048e-08   6.115273e-03   1.619976e-10   14182
  8.817291e-01   1.923060e-08   6.174655e-03   1.537004e-10   14986
  9.023242e-01   1.927155e-08   5.872702e-03   1.564530e-10   14982
  9.228786e-01   1.920922e-08   6.104890e-03   1.511246e-10   16388
  9.435923e-01   1.924684e-08   5.865745e-03   1.496432e-10   16626
  9.641656e-01   1.907511e-08   5.950476e-03   1.420935e-10   17678
  9.849050e-01   1.876859e-08   5.858296e-03   1.379156e-10   18354
  1.005560e+00   1.859389e-08   5.907843e-03   1.331129e-10   19034
  1.026288e+00   1.845401e-08   6.055506e-03   1.294566e-10   20142
  1.047361e+00   1.821801e-08   6.194458e-03   1.255255e-10   21386
  1.068199e+00   1.852863e-08   5.931446e-03   1.278138e-10   21318
  1.088858e+00   1.836945e-08   5.993218e-03   1.214284e-10   22676
  1.109675e+00   1.796105e-08   5.931729e-03   1.162469e-10   23322
  1.130327e+00   1.781803e-08   5.857783e-03   1.155356e-10   24134
  1.151021e+00   1.791274e-08   5.961102e-03   1.121285e-10   25146
  1.171751e+00   1.773104e-08   5.933026e-03   1.094010e-10   26030
  1.192371e+00   1.766026e-08   5.965685e-03   1.071655e-10   26674
  1.213218e+00   1.735502e-08   6.132824e-03   1.018402e-10   28570
  1.233909e+00   1.754039e-08   5.927042e-03   1.032716e-10   28224
  1.254671e+00   1.744335e-08   6.129052e-03   9.993692e-11   30626
  1.275440e+00   1.721777e-08   5.735857e-03   9.803064e-11   30158
  1.295885e+00   1.736872e-08   5.877782e-03   9.799746e-11   31674
  1.316679e+00   1.731525e-08   6.072868e-03   9.473057e-11   33306
  1.337368e+00   1.704545e-08   5.882611e-03   9.481800e-11   33422
  1.358043e+00   1.714561e-08   6.036511e-03   9.071808e-11   35298
  1.379037e+00   1.707285e-08   6.039578e-03   9.011857e-11   36650
  1.399851e+00   1.692446e-08   5.982483e-03   8.816081e-11   36992
  1.420647e+00   1.706598e-08   6.036908e-03   8.743296e-11   38730
  1.441452e+00   1.691701e-08   5.888940e-03   8.613948e-11   39246
  1.462129e+00   1.698593e-08   5.983017e-03   8.424714e-11   40466
  1.482704e+00   1.697535e-08   5.833226e-03   8.339347e-11   41170
  1.503437e+00   1.720067e-08   6.086966e-03   8.219132e-11   43534
  1.524223e+00   1.709464e-08   5.862400e-03   8.138638e-11   43650
  1.544837e+00   1.720076e-08   5.934423e-03   8.063908e-11   45272
  1.565723e+00   1.729658e-08   6.039898e-03   7.902662e-11   47098
  1.586565e+00   1.701802e-08   5.935805e-03   7.790728e-11   47746
  1.607253e+00   1.719423e-08   5.972617e-03   7.852659e-11   48870
  1.627839e+00   1.736341e-08   5.826832e-03   7.833081e-11   49682
  1.648381e+00   1.718069e-08   5.863695e-03   7.669210e-11   51222
  1.669152e+00   1.754897e-08   6.077484e-03   0.000000e+00   53378
  1.689858e+00   1.760741e-08   5.840491e-03   0.000000e+00   53634
  1.710744e+00   1.748931e-08   6.148870e-03   0.000000e+00   56888
  1.731685e+00   1.758761e-08   5.927725e-03   0.000000e+00   56650
