# power spectrum of delta
# redshift z=-0.045800
# k              Pk             sigma(k)       sigma(Pk)      count
  4.675239e-02   3.756341e-02   1.531908e-05   1.455565e-02   6
  6.611787e-02   2.022306e-01   0.000000e+00   4.363800e-02   12
  8.634636e-02   2.049301e-01   6.199343e-03   3.487531e-02   14
  1.095305e-01   3.902749e-01   4.988736e-03   4.031123e-02   48
  1.379653e-01   5.201555e-01   3.623812e-03   6.653823e-02   42
  1.514521e-01   4.826375e-01   3.607714e-03   6.083887e-02   48
  1.717248e-01   7.054566e-01   4.325071e-03   6.593676e-02   80
  1.946168e-01   9.309402e-01   3.358060e-03   8.528830e-02   90
  2.121306e-01   9.016445e-01   5.273081e-03   8.171201e-02   120
  2.370115e-01   1.148885e+00   4.431434e-03   7.975197e-02   158
  2.534910e-01   1.431289e+00   2.102998e-03   1.514633e-01   120
  2.733454e-01   1.546133e+00   4.700457e-03   1.142025e-01   186
  2.952819e-01   1.793371e+00   6.427987e-03   1.083905e-01   264
  3.131072e-01   2.023352e+00   3.470272e-03   1.394982e-01   168
  3.358507e-01   2.333504e+00   6.202191e-03   1.194821e-01   386
  3.548829e-01   2.392275e+00   3.752994e-03   1.913534e-01   192
  3.736086e-01   3.161331e+00   6.153256e-03   1.611539e-01   390
  3.946460e-01   3.034349e+00   6.442452e-03   1.448040e-01   396
  4.144099e-01   3.413232e+00   6.391635e-03   1.645886e-01   398
  4.361367e-01   3.927336e+00   6.264880e-03   1.628141e-01   576
  4.575177e-01   4.021395e+00   6.355778e-03   1.953649e-01   444
  4.762195e-01   4.770730e+00   5.734461e-03   1.916730e-01   590
  4.975149e-01   4.648283e+00   6.279670e-03   1.784068e-01   648
  5.182859e-01   5.692734e+00   5.557653e-03   2.094972e-01   654
  5.367402e-01   5.502156e+00   4.609866e-03   2.032677e-01   636
  5.573692e-01   6.329673e+00   6.911363e-03   2.337936e-01   830
  5.767253e-01   6.511213e+00   4.974939e-03   2.220198e-01   792
  5.965172e-01   7.307793e+00   5.116634e-03   2.411581e-01   804
  6.167868e-01   8.067333e+00   6.315099e-03   2.725098e-01   1038
  6.364107e-01   8.165202e+00   4.946499e-03   2.588255e-01   936
  6.576805e-01   9.081429e+00   5.779873e-03   2.515556e-01   1130
  6.769590e-01   9.179460e+00   5.367484e-03   2.605055e-01   1104
  6.981214e-01   1.007907e+01   5.967700e-03   2.816114e-01   1230
  7.174733e-01   1.108522e+01   6.064625e-03   3.184244e-01   1260
  7.371340e-01   1.084446e+01   5.239623e-03   3.051587e-01   1286
  7.593700e-01   1.191600e+01   6.358524e-03   0.000000e+00   1728
  7.804400e-01   1.310867e+01   5.621468e-03   0.000000e+00   1392
  8.004657e-01   1.342331e+01   5.348641e-03   0.000000e+00   1626
  8.209915e-01   1.465229e+01   6.311617e-03   0.000000e+00   1760
  8.416011e-01   1.426777e+01   5.219535e-03   0.000000e+00   1686
  8.610301e-01   1.532474e+01   5.309235e-03   0.000000e+00   1812
  8.808962e-01   1.694773e+01   6.114349e-03   0.000000e+00   1862
  9.011988e-01   1.739858e+01   5.445390e-03   0.000000e+00   2160
  9.216262e-01   1.830040e+01   5.566353e-03   0.000000e+00   1956
  9.421785e-01   1.916923e+01   6.253437e-03   0.000000e+00   2454
  9.622347e-01   2.017320e+01   4.888607e-03   0.000000e+00   2048
  9.823639e-01   2.120552e+01   6.349072e-03   0.000000e+00   2538
  1.002233e+00   2.120212e+01   5.321020e-03   0.000000e+00   2400
  1.022315e+00   2.216864e+01   6.356450e-03   0.000000e+00   2526
  1.042353e+00   2.239238e+01   6.275929e-03   0.000000e+00   2856
  1.063253e+00   2.368777e+01   5.902122e-03   0.000000e+00   2804
  1.083895e+00   2.514607e+01   6.121373e-03   0.000000e+00   2958
  1.103540e+00   2.521660e+01   5.920155e-03   0.000000e+00   2976
  1.124272e+00   2.588328e+01   5.941212e-03   0.000000e+00   3194
  1.143681e+00   2.702052e+01   5.923951e-03   0.000000e+00   3120
  1.164704e+00   2.802088e+01   6.028046e-03   0.000000e+00   3606
  1.184769e+00   2.879902e+01   5.491020e-03   0.000000e+00   3276
