# power spectrum of theta (div v)
# redshift z=0.884400
# k              Pk             sigma(k)       sigma(Pk)      count
  4.675239e-02   4.653867e-10   1.531908e-05   1.685922e-10   6
  6.611787e-02   2.373813e-09   0.000000e+00   5.453944e-10   12
  8.634636e-02   2.419717e-09   6.199343e-03   4.549506e-10   14
  1.095305e-01   3.816541e-09   4.988736e-03   4.130870e-10   48
  1.379653e-01   4.928611e-09   3.623812e-03   5.476636e-10   42
  1.514521e-01   4.529138e-09   3.607714e-03   5.974330e-10   48
  1.717248e-01   6.736740e-09   4.325071e-03   7.025767e-10   80
  1.946168e-01   8.817286e-09   3.358060e-03   7.591063e-10   90
  2.121306e-01   7.381676e-09   5.273081e-03   7.451276e-10   120
  2.370115e-01   1.022327e-08   4.431434e-03   6.993601e-10   158
  2.534910e-01   1.085923e-08   2.102998e-03   1.109263e-09   120
  2.733454e-01   1.148270e-08   4.700457e-03   7.629927e-10   186
  2.952819e-01   1.269741e-08   6.427987e-03   7.905379e-10   264
  3.131072e-01   1.553052e-08   3.470272e-03   1.127437e-09   168
  3.358507e-01   1.516691e-08   6.202191e-03   7.886984e-10   386
  3.548829e-01   1.289333e-08   3.752994e-03   8.895505e-10   192
  3.736086e-01   1.772838e-08   6.153256e-03   8.788798e-10   390
  3.946460e-01   1.548866e-08   6.442452e-03   7.885491e-10   396
  4.144099e-01   1.836673e-08   6.391635e-03   9.011434e-10   398
  4.361367e-01   1.749452e-08   6.264880e-03   6.774037e-10   576
  4.575177e-01   1.840190e-08   6.355778e-03   8.670702e-10   444
  4.762195e-01   2.266525e-08   5.734461e-03   8.757026e-10   590
  4.975149e-01   2.006608e-08   6.279670e-03   7.650202e-10   648
  5.182859e-01   2.118381e-08   5.557653e-03   8.689108e-10   654
  5.367402e-01   2.216778e-08   4.609866e-03   8.139931e-10   636
  5.573692e-01   2.294656e-08   6.911363e-03   7.975737e-10   830
  5.767253e-01   2.307960e-08   4.974939e-03   7.725374e-10   792
  5.965172e-01   2.449051e-08   5.116634e-03   9.152286e-10   804
  6.167868e-01   2.572361e-08   6.315099e-03   8.849599e-10   1038
  6.364107e-01   2.448917e-08   4.946499e-03   7.671489e-10   936
  6.576805e-01   2.442455e-08   5.779873e-03   7.367899e-10   1130
  6.769590e-01   2.586473e-08   5.367484e-03   7.752905e-10   1104
  6.981214e-01   2.644459e-08   5.967700e-03   7.701747e-10   1230
  7.174733e-01   2.729008e-08   6.064625e-03   7.314612e-10   1260
  7.371340e-01   2.815555e-08   5.239623e-03   8.009704e-10   1286
  7.593700e-01   2.777569e-08   6.358524e-03   6.614945e-10   1728
  7.804400e-01   2.892970e-08   5.625004e-03   7.658148e-10   1392
  8.004659e-01   2.985589e-08   5.322162e-03   7.611511e-10   1626
  8.209915e-01   2.870513e-08   6.316599e-03   6.836319e-10   1760
  8.416011e-01   2.954189e-08   5.219535e-03   7.101679e-10   1686
  8.610301e-01   2.798294e-08   5.309235e-03   6.141284e-10   1812
  8.808962e-01   2.957552e-08   6.114349e-03   6.907354e-10   1862
  9.011989e-01   2.928145e-08   5.422784e-03   6.001865e-10   2160
  9.216262e-01   3.069469e-08   5.566353e-03   7.387728e-10   1956
  9.421785e-01   3.021951e-08   6.253437e-03   5.947182e-10   2454
  9.622347e-01   3.150233e-08   4.877534e-03   6.834347e-10   2048
  9.823638e-01   3.137741e-08   6.360152e-03   6.248192e-10   2538
  1.002233e+00   3.119484e-08   5.321020e-03   6.278903e-10   2400
  1.022315e+00   3.183757e-08   6.339653e-03   6.607427e-10   2526
  1.042353e+00   2.847877e-08   6.275929e-03   5.410861e-10   2856
  1.063253e+00   3.178383e-08   5.862895e-03   6.006315e-10   2804
  1.083895e+00   3.252197e-08   6.121373e-03   6.135253e-10   2958
  1.103540e+00   3.361167e-08   5.957007e-03   6.120791e-10   2976
  1.124272e+00   3.147805e-08   5.941212e-03   5.584526e-10   3194
  1.143681e+00   3.270792e-08   5.923951e-03   5.811869e-10   3120
  1.164704e+00   3.103514e-08   6.004856e-03   5.107021e-10   3606
  1.184769e+00   3.244734e-08   5.478695e-03   5.429539e-10   3276
  1.204316e+00   3.070619e-08   6.204806e-03   5.028181e-10   3600
  1.224425e+00   3.255868e-08   5.462719e-03   5.491688e-10   3638
  1.243784e+00   3.301332e-08   5.805576e-03   5.388528e-10   3744
  1.264728e+00   3.192605e-08   6.014342e-03   4.933874e-10   4170
  1.284748e+00   3.111009e-08   5.682335e-03   4.915477e-10   3984
  1.305140e+00   3.133560e-08   5.748308e-03   4.845136e-10   4334
  1.325261e+00   3.150919e-08   5.343491e-03   4.874657e-10   4284
  1.345130e+00   3.199572e-08   6.399981e-03   4.766469e-10   4374
  1.365905e+00   3.181730e-08   5.669648e-03   4.438167e-10   5016
  1.386367e+00   3.100071e-08   5.485294e-03   4.649000e-10   4580
