# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   7.029958e+00   9.900990e-03   5.425367e+00   0.000000e+00   0.000000e+00
      1   7.123708e+00   1.012799e-02   5.362490e+00   0.000000e+00   0.000000e+00
      2   7.217458e+00   1.035750e-02   5.301090e+00   0.000000e+00   0.000000e+00
      3   7.311208e+00   1.058950e-02   5.241115e+00   0.000000e+00   0.000000e+00
      4   7.404958e+00   1.082400e-02   5.182514e+00   0.000000e+00   0.000000e+00
      5   7.498708e+00   1.106100e-02   5.125240e+00   0.000000e+00   0.000000e+00
      6   7.592458e+00   1.130050e-02   5.069248e+00   0.000000e+00   0.000000e+00
      7   7.686208e+00   1.154250e-02   5.014493e+00   0.000000e+00   0.000000e+00
      8   7.779958e+00   1.178700e-02   4.960935e+00   0.000000e+00   0.000000e+00
      9   7.873708e+00   1.203400e-02   4.908535e+00   0.000000e+00   0.000000e+00
     10   7.967458e+00   1.228350e-02   4.857253e+00   0.000000e+00   0.000000e+00
     11   8.061208e+00   1.253550e-02   4.807055e+00   0.000000e+00   0.000000e+00
     12   8.154958e+00   1.279000e-02   4.757905e+00   0.000000e+00   0.000000e+00
     13   8.248708e+00   1.304700e-02   4.709771e+00   0.000000e+00   0.000000e+00
     14   8.342458e+00   1.330650e-02   4.662620e+00   0.000000e+00   0.000000e+00
     15   8.436208e+00   1.356849e-02   4.616422e+00   0.000000e+00   0.000000e+00
     16   8.529958e+00   1.383299e-02   4.571149e+00   0.000000e+00   0.000000e+00
     17   8.623708e+00   1.409999e-02   4.526772e+00   0.000000e+00   0.000000e+00
     18   8.717458e+00   1.436948e-02   4.483265e+00   0.000000e+00   0.000000e+00
     19   8.811208e+00   1.464148e-02   4.440601e+00   0.000000e+00   0.000000e+00
     20   8.904958e+00   1.491598e-02   4.398756e+00   0.000000e+00   0.000000e+00
     21   8.998708e+00   1.519297e-02   4.357707e+00   0.000000e+00   0.000000e+00
     22   9.092458e+00   1.547247e-02   4.317430e+00   0.000000e+00   0.000000e+00
     23   9.186208e+00   1.575446e-02   4.277903e+00   0.000000e+00   0.000000e+00
     24   9.279958e+00   1.603895e-02   4.239106e+00   0.000000e+00   0.000000e+00
     25   9.373708e+00   1.632595e-02   4.201018e+00   0.000000e+00   0.000000e+00
     26   9.467458e+00   1.661544e-02   4.163620e+00   0.000000e+00   0.000000e+00
     27   9.561208e+00   1.690743e-02   4.126892e+00   0.000000e+00   0.000000e+00
     28   9.654958e+00   1.720193e-02   4.090817e+00   0.000000e+00   0.000000e+00
     29   9.748708e+00   1.749892e-02   4.055377e+00   0.000000e+00   0.000000e+00
     30   9.842458e+00   1.779841e-02   4.020556e+00   0.000000e+00   0.000000e+00
     31   9.936208e+00   1.810040e-02   3.986336e+00   0.000000e+00   0.000000e+00
     32   1.002996e+01   1.840489e-02   3.952703e+00   0.000000e+00   0.000000e+00
     33   1.012371e+01   1.871188e-02   3.919640e+00   0.000000e+00   0.000000e+00
     34   1.021746e+01   1.902138e-02   3.887135e+00   0.000000e+00   0.000000e+00
     35   1.031121e+01   1.933337e-02   3.855171e+00   0.000000e+00   0.000000e+00
     36   1.040496e+01   1.964786e-02   3.823737e+00   0.000000e+00   0.000000e+00
     37   1.049871e+01   1.996485e-02   3.792818e+00   0.000000e+00   0.000000e+00
     38   1.059246e+01   2.028434e-02   3.762402e+00   0.000000e+00   0.000000e+00
     39   1.068621e+01   2.060633e-02   3.732477e+00   0.000000e+00   0.000000e+00
     40   1.077996e+01   2.093081e-02   3.703030e+00   0.000000e+00   0.000000e+00
     41   1.087371e+01   2.125780e-02   3.674050e+00   0.000000e+00   0.000000e+00
     42   1.096746e+01   2.158729e-02   3.645527e+00   0.000000e+00   0.000000e+00
     43   1.106121e+01   2.191928e-02   3.617448e+00   0.000000e+00   0.000000e+00
     44   1.115496e+01   2.225377e-02   3.589804e+00   0.000000e+00   0.000000e+00
     45   1.124871e+01   2.259076e-02   3.562585e+00   0.000000e+00   0.000000e+00
     46   1.134246e+01   2.293025e-02   3.535780e+00   0.000000e+00   0.000000e+00
     47   1.143621e+01   2.327223e-02   3.509381e+00   0.000000e+00   0.000000e+00
     48   1.152996e+01   2.361672e-02   3.483378e+00   0.000000e+00   0.000000e+00
     49   1.162371e+01   2.396371e-02   3.457762e+00   0.000000e+00   0.000000e+00
     50   1.171746e+01   2.431320e-02   3.432524e+00   0.000000e+00   0.000000e+00
     51   1.181121e+01   2.466518e-02   3.407656e+00   0.000000e+00   0.000000e+00
     52   1.190496e+01   2.501967e-02   3.383150e+00   0.000000e+00   0.000000e+00
     53   1.199871e+01   2.537666e-02   3.358998e+00   0.000000e+00   0.000000e+00
     54   1.209246e+01   2.573615e-02   3.335193e+00   0.000000e+00   0.000000e+00
     55   1.218621e+01   2.609813e-02   3.311726e+00   0.000000e+00   0.000000e+00
     56   1.227996e+01   2.646262e-02   3.288590e+00   0.000000e+00   0.000000e+00
     57   1.237371e+01   2.682961e-02   3.265780e+00   0.000000e+00   0.000000e+00
     58   1.246746e+01   2.719910e-02   3.243286e+00   0.000000e+00   0.000000e+00
     59   1.256121e+01   2.757108e-02   3.221104e+00   0.000000e+00   0.000000e+00
     60   1.265496e+01   2.794557e-02   3.199226e+00   0.000000e+00   0.000000e+00
     61   1.274871e+01   2.832256e-02   3.177647e+00   0.000000e+00   0.000000e+00
     62   1.284246e+01   2.870205e-02   3.156360e+00   0.000000e+00   0.000000e+00
     63   1.293621e+01   2.908403e-02   3.135359e+00   0.000000e+00   0.000000e+00
     64   1.302996e+01   2.946852e-02   3.114638e+00   0.000000e+00   0.000000e+00
     65   1.312371e+01   2.985551e-02   3.094192e+00   0.000000e+00   0.000000e+00
     66   1.321746e+01   3.024500e-02   3.074016e+00   0.000000e+00   0.000000e+00
     67   1.331121e+01   3.063699e-02   3.054103e+00   0.000000e+00   0.000000e+00
     68   1.340496e+01   3.103148e-02   3.034449e+00   0.000000e+00   0.000000e+00
     69   1.349871e+01   3.142846e-02   3.015049e+00   0.000000e+00   0.000000e+00
     70   1.359246e+01   3.182795e-02   2.995898e+00   0.000000e+00   0.000000e+00
     71   1.368621e+01   3.222994e-02   2.976991e+00   0.000000e+00   0.000000e+00
     72   1.377996e+01   3.263443e-02   2.958324e+00   0.000000e+00   0.000000e+00
     73   1.387371e+01   3.304142e-02   2.939891e+00   0.000000e+00   0.000000e+00
     74   1.396746e+01   3.345092e-02   2.921688e+00   0.000000e+00   0.000000e+00
     75   1.406121e+01   3.386291e-02   2.903712e+00   0.000000e+00   0.000000e+00
     76   1.415496e+01   3.427740e-02   2.885958e+00   0.000000e+00   0.000000e+00
     77   1.424871e+01   3.469439e-02   2.868421e+00   0.000000e+00   0.000000e+00
     78   1.434246e+01   3.511389e-02   2.851098e+00   0.000000e+00   0.000000e+00
     79   1.443621e+01   3.553588e-02   2.833985e+00   0.000000e+00   0.000000e+00
     80   1.452996e+01   3.596037e-02   2.817078e+00   0.000000e+00   0.000000e+00
     81   1.462371e+01   3.638737e-02   2.800373e+00   0.000000e+00   0.000000e+00
     82   1.471746e+01   3.681687e-02   2.783867e+00   0.000000e+00   0.000000e+00
     83   1.481121e+01   3.724886e-02   2.767556e+00   0.000000e+00   0.000000e+00
     84   1.490496e+01   3.768336e-02   2.751436e+00   0.000000e+00   0.000000e+00
     85   1.499871e+01   3.812036e-02   2.735505e+00   0.000000e+00   0.000000e+00
