# power spectrum of omega (curl v)
# redshift z=-0.045800
# k              Pk             sigma(k)       sigma(Pk)      count
  4.675239e-02   1.135044e-16   1.531908e-05   4.625616e-18   6
  6.611787e-02   1.402709e-15   0.000000e+00   2.731485e-16   12
  8.634636e-02   8.072647e-15   6.199343e-03   2.068718e-15   14
  1.095305e-01   1.906142e-14   4.988736e-03   1.746570e-15   48
  1.379653e-01   7.256096e-14   3.623812e-03   7.083690e-15   42
  1.514521e-01   1.584344e-13   3.607714e-03   2.131048e-14   48
  1.717248e-01   2.000853e-13   4.325071e-03   1.419348e-14   80
  1.946168e-01   6.538119e-13   3.358060e-03   5.558397e-14   90
  2.121306e-01   7.607284e-13   5.273081e-03   5.596483e-14   120
  2.370115e-01   1.582859e-12   4.431434e-03   8.450443e-14   158
  2.534910e-01   2.640012e-12   2.102998e-03   1.823181e-13   120
  2.733454e-01   3.358328e-12   4.700457e-03   1.940965e-13   186
  2.952819e-01   5.476700e-12   6.427987e-03   2.601365e-13   264
  3.131072e-01   7.163781e-12   3.470272e-03   4.326481e-13   168
  3.358507e-01   1.104211e-11   6.202191e-03   4.030630e-13   386
  3.548829e-01   1.430427e-11   3.752994e-03   7.294299e-13   192
  3.736086e-01   1.843399e-11   6.153256e-03   7.143709e-13   390
  3.946460e-01   2.341273e-11   6.442452e-03   8.603978e-13   396
  4.144099e-01   3.119435e-11   6.391635e-03   1.006846e-12   398
  4.361367e-01   3.975564e-11   6.264880e-03   1.248549e-12   576
  4.575177e-01   5.353409e-11   6.355778e-03   1.887588e-12   444
  4.762195e-01   6.175223e-11   5.734461e-03   1.805810e-12   590
  4.975149e-01   8.551872e-11   6.279670e-03   2.401084e-12   648
  5.182859e-01   9.397270e-11   5.557653e-03   2.744038e-12   654
  5.367402e-01   1.236348e-10   4.609866e-03   3.392889e-12   636
  5.573692e-01   1.356130e-10   6.911363e-03   3.466083e-12   830
  5.767253e-01   1.610262e-10   4.974939e-03   4.265758e-12   792
  5.965172e-01   1.946710e-10   5.116634e-03   5.117729e-12   804
  6.167868e-01   2.204322e-10   6.315099e-03   5.126836e-12   1038
  6.364107e-01   2.471736e-10   4.946499e-03   5.626141e-12   936
  6.576804e-01   2.874316e-10   5.787550e-03   6.285699e-12   1130
  6.769590e-01   3.367112e-10   5.367484e-03   7.328197e-12   1104
  6.981214e-01   3.588747e-10   5.967700e-03   7.072260e-12   1230
  7.174733e-01   4.351849e-10   6.064625e-03   9.017668e-12   1260
  7.371339e-01   4.869526e-10   5.246161e-03   9.607406e-12   1286
  7.593700e-01   5.216109e-10   6.358524e-03   9.345027e-12   1728
  7.804400e-01   6.084905e-10   5.625004e-03   1.202930e-11   1392
  8.004658e-01   6.534225e-10   5.330215e-03   1.220765e-11   1626
  8.209915e-01   7.563218e-10   6.316599e-03   1.290003e-11   1760
  8.416011e-01   8.236602e-10   5.219535e-03   1.374899e-11   1686
  8.610301e-01   8.956673e-10   5.309235e-03   1.620640e-11   1812
  8.808963e-01   1.007614e-09   6.093890e-03   1.706576e-11   1862
  9.011988e-01   1.086870e-09   5.440681e-03   1.634861e-11   2160
  9.216262e-01   1.149935e-09   5.566353e-03   1.874116e-11   1956
  9.421785e-01   1.257585e-09   6.253437e-03   1.859940e-11   2454
  9.622347e-01   1.384910e-09   4.877534e-03   2.278266e-11   2048
  9.823638e-01   1.476108e-09   6.353289e-03   2.240291e-11   2538
  1.002233e+00   1.555758e-09   5.321020e-03   2.326893e-11   2400
  1.022315e+00   1.668313e-09   6.339653e-03   2.361380e-11   2526
  1.042353e+00   1.826802e-09   6.275929e-03   2.450160e-11   2856
  1.063253e+00   1.920085e-09   5.875824e-03   2.466687e-11   2804
  1.083895e+00   2.110296e-09   6.121373e-03   2.791862e-11   2958
  1.103540e+00   2.206017e-09   5.946049e-03   2.907830e-11   2976
  1.124272e+00   2.268443e-09   5.941212e-03   2.894142e-11   3194
  1.143681e+00   2.501616e-09   5.923951e-03   3.358157e-11   3120
  1.164704e+00   2.620743e-09   6.004856e-03   3.127053e-11   3606
  1.184769e+00   2.846764e-09   5.494101e-03   3.505396e-11   3276
  1.204316e+00   2.962536e-09   6.182204e-03   3.490177e-11   3600
  1.224425e+00   3.002027e-09   5.451564e-03   3.606416e-11   3638
  1.243784e+00   3.227068e-09   5.815757e-03   3.857636e-11   3744
  1.264728e+00   3.383884e-09   6.014342e-03   3.704243e-11   4170
  1.284748e+00   3.557751e-09   5.682335e-03   4.200514e-11   3984
  1.305140e+00   3.689294e-09   5.798497e-03   4.072955e-11   4334
  1.325261e+00   3.932576e-09   5.324107e-03   4.222805e-11   4284
  1.345130e+00   4.016714e-09   6.384138e-03   4.309095e-11   4374
  1.365905e+00   4.134872e-09   5.700713e-03   4.212809e-11   5016
  1.386367e+00   4.431771e-09   5.485294e-03   4.780530e-11   4580
  1.406763e+00   4.425519e-09   6.448190e-03   4.278708e-11   5142
  1.427570e+00   4.653100e-09   6.198857e-03   4.577747e-11   5184
  1.447942e+00   4.844382e-09   4.818785e-03   4.802103e-11   5058
  1.467517e+00   5.152361e-09   5.713646e-03   5.017765e-11   5384
  1.488450e+00   5.170783e-09   6.512463e-03   5.068455e-11   5622
  1.508642e+00   5.382792e-09   5.492822e-03   5.070182e-11   5736
  1.528750e+00   5.568954e-09   4.955999e-03   5.403145e-11   5596
  1.548951e+00   5.630289e-09   6.254864e-03   5.162024e-11   6070
  1.568987e+00   5.927913e-09   4.844428e-03   5.444703e-11   6096
  1.589893e+00   5.992773e-09   5.965016e-03   5.298491e-11   6474
  1.609233e+00   6.180384e-09   5.725112e-03   5.719313e-11   6024
  1.629918e+00   6.358443e-09   5.759109e-03   5.336131e-11   7070
  1.650412e+00   6.590933e-09   4.694818e-03   5.921979e-11   6516
  1.670069e+00   6.780718e-09   5.724404e-03   5.688814e-11   6936
  1.690589e+00   6.897870e-09   5.764820e-03   5.903505e-11   7110
  1.710438e+00   7.148691e-09   4.247142e-03   5.937946e-11   7244
  1.731436e+00   7.180101e-09   6.253845e-03   5.907301e-11   7878
  1.751774e+00   7.339961e-09   6.043311e-03   5.996087e-11   7344
  1.771468e+00   7.642200e-09   6.264105e-03   6.242296e-11   7694
  1.791987e+00   7.864973e-09   6.013907e-03   6.073223e-11   8412
  1.812592e+00   8.209255e-09   6.281031e-03   6.543911e-11   7920
  1.832175e+00   8.322606e-09   5.308933e-03   6.437042e-11   8118
  1.852109e+00   8.452470e-09   6.155177e-03   6.556445e-11   8548
  1.872388e+00   8.510198e-09   6.231258e-03   6.369986e-11   8710
  1.892498e+00   8.898386e-09   5.417975e-03   6.684536e-11   8928
  1.913141e+00   8.986702e-09   5.898778e-03   6.694057e-11   9186
  1.932944e+00   9.003560e-09   6.522601e-03   6.852840e-11   9200
  1.953358e+00   9.164365e-09   5.570021e-03   6.819219e-11   9438
  1.973261e+00   9.358740e-09   7.787303e-03   6.860255e-11   9564
  1.993716e+00   9.714942e-09   5.957111e-03   6.853173e-11   10296
  2.014657e+00   9.872272e-09   5.296276e-03   6.972175e-11   10126
  2.034275e+00   9.957816e-09   6.570832e-03   6.950677e-11   10024
  2.055142e+00   1.029929e-08   4.600353e-03   6.998099e-11   11082
  2.075629e+00   1.048176e-08   7.152853e-03   7.284700e-11   10632
  2.095653e+00   1.073482e-08   5.199607e-03   7.458395e-11   10734
  2.115882e+00   1.072446e-08   6.364557e-03   7.204671e-11   11276
  2.136105e+00   1.103720e-08   5.611385e-03   7.424977e-11   11352
  2.156515e+00   1.124419e-08   5.889061e-03   7.330530e-11   11550
  2.176549e+00   1.131616e-08   5.506858e-03   7.449606e-11   11772
  2.196879e+00   1.168975e-08   6.952046e-03   7.382255e-11   12038
  2.216960e+00   1.156700e-08   8.490724e-03   7.392700e-11   12096
  2.237319e+00   1.198878e-08   6.842042e-03   7.591095e-11   12582
  2.257454e+00   1.222821e-08   1.767011e-03   7.612477e-11   12620
  2.278051e+00   1.232885e-08   7.023870e-03   7.463477e-11   13320
  2.298208e+00   1.239838e-08   6.418583e-03   7.797025e-11   12654
  2.317980e+00   1.252657e-08   0.000000e+00   7.757624e-11   13236
  2.338047e+00   1.307244e-08   9.316128e-03   8.036835e-11   13438
  2.358324e+00   1.297829e-08   9.192875e-03   7.658232e-11   14344
  2.379338e+00   1.324101e-08   5.763604e-03   7.953740e-11   14226
  2.399191e+00   1.336372e-08   4.506264e-03   7.984283e-11   14088
  2.419304e+00   1.376173e-08   0.000000e+00   8.049286e-11   14328
  2.439465e+00   1.368104e-08   6.375901e-03   7.846086e-11   14954
  2.459901e+00   1.397633e-08   4.867558e-03   7.848887e-11   15480
  2.480418e+00   1.421059e-08   6.579717e-03   8.137968e-11   14862
  2.499857e+00   1.414088e-08   7.851659e-03   8.118233e-11   15296
  2.520269e+00   1.441522e-08   7.572760e-03   8.025337e-11   15954
  2.540271e+00   1.465442e-08   6.401748e-03   8.148438e-11   15720
  2.560277e+00   1.486405e-08   2.635897e-03   8.338149e-11   16296
  2.580888e+00   1.515690e-08   3.884099e-03   8.156217e-11   17010
  2.600899e+00   1.539165e-08   3.429068e-03   8.644509e-11   16328
  2.621031e+00   1.549461e-08   3.219408e-03   8.279084e-11   17094
  2.641224e+00   1.563911e-08   8.365993e-03   8.323281e-11   17436
  2.661647e+00   1.586027e-08   8.507681e-03   8.332140e-11   17862
  2.682156e+00   1.597622e-08   7.334012e-03   8.355553e-11   18200
  2.702815e+00   1.632598e-08   9.867075e-04   8.563423e-11   18450
  2.723025e+00   1.665801e-08   3.729162e-03   8.683268e-11   18384
  2.743187e+00   1.689141e-08   5.567186e-03   8.734715e-11   18504
  2.763326e+00   1.674939e-08   4.109082e-03   8.597281e-11   19142
  2.783870e+00   1.699167e-08   5.908865e-03   8.548527e-11   19692
  2.804196e+00   1.720576e-08   6.017485e-03   8.883468e-11   19062
  2.824083e+00   1.732102e-08   0.000000e+00   8.701313e-11   20184
  2.844639e+00   1.759982e-08   7.310087e-03   8.728920e-11   19970
  2.864688e+00   1.777635e-08   0.000000e+00   8.674880e-11   20496
  2.885325e+00   1.780374e-08   8.385864e-03   8.609828e-11   21456
  2.905409e+00   1.801922e-08   5.892511e-03   8.999290e-11   19650
  2.925124e+00   1.850504e-08   9.366607e-03   8.869456e-11   22040
  2.945909e+00   1.848468e-08   1.245045e-02   8.865551e-11   21558
  2.965978e+00   1.862726e-08   0.000000e+00   8.892098e-11   21804
  2.986100e+00   1.878615e-08   7.874819e-03   9.023630e-11   21926
  3.006157e+00   1.894160e-08   9.240146e-03   9.068800e-11   22416
  3.026295e+00   1.923904e-08   8.264985e-03   9.074382e-11   22776
  3.047001e+00   1.935171e-08   6.558327e-03   8.976538e-11   23874
  3.067343e+00   1.975450e-08   0.000000e+00   9.375082e-11   23104
  3.087569e+00   1.973627e-08   0.000000e+00   9.025827e-11   23974
  3.107841e+00   1.988627e-08   1.344641e-02   8.943146e-11   23892
  3.127763e+00   2.001872e-08   0.000000e+00   9.352982e-11   23550
  3.147819e+00   2.037933e-08   6.595327e-03   9.103110e-11   25320
  3.168193e+00   2.047639e-08   1.154800e-02   9.358925e-11   24428
  3.188131e+00   2.054776e-08   7.909577e-03   9.223073e-11   25254
  3.208543e+00   2.091260e-08   0.000000e+00   9.279915e-11   26016
  3.228665e+00   2.101929e-08   0.000000e+00   9.433993e-11   25182
  3.248973e+00   2.123168e-08   3.748470e-03   9.096133e-11   27428
  3.269573e+00   2.161788e-08   5.186737e-03   9.437369e-11   25974
  3.289394e+00   2.116458e-08   8.759239e-03   9.245168e-11   26904
  3.309526e+00   2.162184e-08   3.195923e-03   9.486546e-11   26730
  3.329678e+00   2.215280e-08   0.000000e+00   9.514628e-11   27896
  3.350333e+00   2.199393e-08   1.027030e-02   9.137895e-11   28992
  3.371235e+00   2.216822e-08   2.603124e-03   9.210104e-11   28698
  3.391180e+00   2.237934e-08   0.000000e+00   9.589648e-11   27816
  3.411555e+00   2.240847e-08   0.000000e+00   9.084799e-11   29774
  3.431937e+00   2.276830e-08   6.225754e-03   9.417064e-11   29148
  3.451864e+00   2.291528e-08   0.000000e+00   9.633352e-11   28806
  3.471936e+00   2.301099e-08   1.118711e-02   9.203864e-11   30408
  3.492237e+00   2.310435e-08   0.000000e+00   9.439955e-11   30320
