# power spectrum of velocity
# redshift z=-0.045800
# k              Pk             sigma(k)       sigma(Pk)      count
  4.675239e-02   4.595195e-07   1.531908e-05   1.655574e-07   6
  6.611787e-02   1.120837e-06   0.000000e+00   2.619528e-07   12
  8.634636e-02   6.053990e-07   6.199343e-03   1.177516e-07   14
  1.095305e-01   6.376407e-07   4.988736e-03   6.203044e-08   48
  1.379653e-01   5.181428e-07   3.623812e-03   5.856672e-08   42
  1.514521e-01   3.804651e-07   3.607714e-03   4.892758e-08   48
  1.717248e-01   4.564264e-07   4.325071e-03   4.730493e-08   80
  1.946168e-01   4.371128e-07   3.358060e-03   4.127633e-08   90
  2.121306e-01   3.061798e-07   5.273081e-03   2.804285e-08   120
  2.370115e-01   3.208331e-07   4.431434e-03   2.232275e-08   158
  2.534910e-01   3.081255e-07   2.102998e-03   3.199894e-08   120
  2.733454e-01   2.758815e-07   4.700457e-03   1.812879e-08   186
  2.952819e-01   2.527560e-07   6.427987e-03   1.706122e-08   264
  3.131072e-01   2.682618e-07   3.470272e-03   1.900372e-08   168
  3.358507e-01   2.304243e-07   6.202191e-03   1.149316e-08   386
  3.548829e-01   1.977724e-07   3.752994e-03   1.551889e-08   192
  3.736086e-01   2.125230e-07   6.153256e-03   1.141241e-08   390
  3.946460e-01   1.785612e-07   6.442452e-03   8.174439e-09   396
  4.144099e-01   1.767643e-07   6.391635e-03   8.159178e-09   398
  4.361367e-01   1.669053e-07   6.264880e-03   6.748881e-09   576
  4.575177e-01   1.528864e-07   6.355778e-03   6.775944e-09   444
  4.762195e-01   1.586276e-07   5.734461e-03   6.231022e-09   590
  4.975149e-01   1.304125e-07   6.279670e-03   5.396815e-09   648
  5.182859e-01   1.304450e-07   5.557653e-03   5.019279e-09   654
  5.367402e-01   1.233460e-07   4.609866e-03   4.473417e-09   636
  5.573692e-01   1.166237e-07   6.911363e-03   4.031517e-09   830
  5.767253e-01   1.063904e-07   4.974939e-03   3.590763e-09   792
  5.965172e-01   1.089150e-07   5.116634e-03   3.751322e-09   804
  6.167868e-01   1.097917e-07   6.315099e-03   3.707815e-09   1038
  6.364107e-01   8.670482e-08   4.946499e-03   2.768395e-09   936
  6.576805e-01   9.429176e-08   5.779873e-03   2.847765e-09   1130
  6.769590e-01   7.826821e-08   5.367484e-03   2.401314e-09   1104
  6.981214e-01   7.670669e-08   5.967700e-03   2.082307e-09   1230
  7.174733e-01   7.424443e-08   6.064625e-03   1.987224e-09   1260
  7.371340e-01   6.828940e-08   5.239623e-03   1.892224e-09   1286
  7.593700e-01   6.904051e-08   6.358524e-03   1.571220e-09   1728
  7.804400e-01   6.448072e-08   5.625004e-03   1.655295e-09   1392
  8.004659e-01   6.075980e-08   5.328557e-03   1.424296e-09   1626
  8.209915e-01   6.136541e-08   6.311617e-03   1.304756e-09   1760
  8.416011e-01   5.618248e-08   5.219535e-03   1.295370e-09   1686
  8.610301e-01   5.143920e-08   5.309235e-03   1.228758e-09   1812
  8.808962e-01   5.135115e-08   6.104615e-03   1.153670e-09   1862
  9.011988e-01   4.871934e-08   5.445390e-03   9.778842e-10   2160
  9.216262e-01   4.759067e-08   5.566353e-03   1.017159e-09   1956
  9.421785e-01   4.303264e-08   6.253437e-03   8.002623e-10   2454
  9.622347e-01   4.424825e-08   4.877534e-03   9.069587e-10   2048
  9.823638e-01   4.283473e-08   6.360152e-03   8.032368e-10   2538
  1.002233e+00   3.838865e-08   5.321020e-03   7.557137e-10   2400
  1.022315e+00   3.839443e-08   6.339653e-03   6.726439e-10   2526
