# power spectrum of delta
# redshift z=0.373200
# k              Pk             sigma(k)       sigma(Pk)      count
  4.675239e-02   2.509066e-02   1.531908e-05   9.609609e-03   6
  6.611787e-02   1.352863e-01   0.000000e+00   2.921954e-02   12
  8.634636e-02   1.411162e-01   6.199343e-03   2.444615e-02   14
  1.095305e-01   2.530668e-01   4.988736e-03   2.693919e-02   48
  1.379653e-01   3.318470e-01   3.623812e-03   3.948477e-02   42
  1.514521e-01   3.072996e-01   3.607714e-03   3.973252e-02   48
  1.717248e-01   4.504382e-01   4.325071e-03   4.404045e-02   80
  1.946168e-01   6.008673e-01   3.358060e-03   5.317312e-02   90
  2.121306e-01   5.609228e-01   5.273081e-03   5.322624e-02   120
  2.370115e-01   7.453884e-01   4.431434e-03   5.348860e-02   158
  2.534910e-01   8.952817e-01   2.102998e-03   9.344833e-02   120
  2.733454e-01   9.538295e-01   4.700457e-03   6.760198e-02   186
  2.952819e-01   1.113819e+00   6.427987e-03   6.638412e-02   264
  3.131072e-01   1.319606e+00   3.470272e-03   9.010136e-02   168
  3.358507e-01   1.438456e+00   6.202191e-03   7.605790e-02   386
  3.548829e-01   1.328884e+00   3.752994e-03   1.033266e-01   192
  3.736086e-01   1.898936e+00   6.153256e-03   9.598523e-02   390
  3.946460e-01   1.799354e+00   6.442452e-03   8.657969e-02   396
  4.144099e-01   2.005849e+00   6.391635e-03   9.797342e-02   398
  4.361367e-01   2.198851e+00   6.264880e-03   8.929680e-02   576
  4.575177e-01   2.099332e+00   6.355778e-03   9.950210e-02   444
  4.762194e-01   2.836618e+00   5.739784e-03   1.065998e-01   590
  4.975149e-01   2.777299e+00   6.279670e-03   1.070606e-01   648
  5.182859e-01   3.142108e+00   5.557653e-03   1.238141e-01   654
  5.367402e-01   3.116376e+00   4.609866e-03   1.169377e-01   636
  5.573692e-01   3.561850e+00   6.911363e-03   1.236345e-01   830
  5.767253e-01   3.743526e+00   4.974939e-03   1.267420e-01   792
  5.965172e-01   4.033864e+00   5.116634e-03   1.339486e-01   804
  6.167868e-01   4.776023e+00   6.315099e-03   1.625067e-01   1038
  6.364107e-01   4.554494e+00   4.946499e-03   1.426404e-01   936
  6.576805e-01   4.822805e+00   5.779873e-03   1.342525e-01   1130
  6.769590e-01   5.061620e+00   5.367484e-03   1.503710e-01   1104
  6.981214e-01   5.325340e+00   5.967700e-03   1.582676e-01   1230
  7.174733e-01   6.036813e+00   6.064625e-03   1.623783e-01   1260
  7.371340e-01   6.116517e+00   5.239623e-03   1.749174e-01   1286
  7.593700e-01   6.306354e+00   6.358524e-03   1.489391e-01   1728
  7.804400e-01   7.098755e+00   5.621468e-03   1.816585e-01   1392
  8.004659e-01   7.031379e+00   5.328557e-03   1.745717e-01   1626
  8.209915e-01   7.658281e+00   6.316599e-03   1.747660e-01   1760
  8.416011e-01   7.720437e+00   5.219535e-03   1.779187e-01   1686
  8.610301e-01   8.167571e+00   5.309235e-03   1.924489e-01   1812
  8.808962e-01   8.837303e+00   6.104615e-03   2.072325e-01   1862
  9.011987e-01   8.835139e+00   5.454309e-03   1.814244e-01   2160
  9.216262e-01   9.233580e+00   5.566353e-03   2.068739e-01   1956
  9.421785e-01   9.776943e+00   6.253437e-03   0.000000e+00   2454
  9.622347e-01   1.021655e+01   4.888607e-03   0.000000e+00   2048
