# power spectrum of delta
# redshift z=1.792500
# k              Pk             sigma(k)       sigma(Pk)      count
  4.675239e-02   7.833038e-03   1.531908e-05   2.935788e-03   6
  6.611787e-02   4.223743e-02   0.000000e+00   9.199241e-03   12
  8.634636e-02   4.664536e-02   6.199343e-03   8.606512e-03   14
  1.095305e-01   7.508931e-02   4.988736e-03   8.587038e-03   48
  1.379653e-01   9.617413e-02   3.623812e-03   1.045744e-02   42
  1.514521e-01   8.993240e-02   3.607714e-03   1.231000e-02   48
  1.717248e-01   1.284841e-01   4.325071e-03   1.380960e-02   80
  1.946168e-01   1.792772e-01   3.358060e-03   1.490023e-02   90
  2.121306e-01   1.600572e-01   5.273081e-03   1.633996e-02   120
  2.370115e-01   2.245308e-01   4.431434e-03   1.625695e-02   158
  2.534910e-01   2.358483e-01   2.102998e-03   2.464087e-02   120
  2.733454e-01   2.599873e-01   4.700457e-03   1.798881e-02   186
  2.952819e-01   2.972914e-01   6.427987e-03   1.775302e-02   264
  3.131072e-01   3.566390e-01   3.470272e-03   2.567960e-02   168
  3.358507e-01   3.707458e-01   6.202191e-03   2.026767e-02   386
  3.548829e-01   2.936977e-01   3.752994e-03   1.987402e-02   192
  3.736086e-01   4.264001e-01   6.153256e-03   2.041301e-02   390
  3.946460e-01   3.786203e-01   6.442452e-03   1.995694e-02   396
  4.144099e-01   4.631261e-01   6.391635e-03   2.439740e-02   398
  4.361367e-01   4.766926e-01   6.264880e-03   1.875075e-02   576
  4.575177e-01   4.915583e-01   6.355778e-03   2.411309e-02   444
  4.762195e-01   6.111532e-01   5.734461e-03   2.457439e-02   590
  4.975149e-01   5.993505e-01   6.279670e-03   2.377566e-02   648
  5.182859e-01   6.417161e-01   5.557653e-03   2.634898e-02   654
  5.367402e-01   6.887345e-01   4.609866e-03   2.608144e-02   636
  5.573692e-01   7.025567e-01   6.911363e-03   2.356888e-02   830
  5.767253e-01   7.522691e-01   4.974939e-03   2.611416e-02   792
  5.965172e-01   7.898846e-01   5.116634e-03   3.038339e-02   804
  6.167868e-01   8.187665e-01   6.315099e-03   2.735155e-02   1038
  6.364107e-01   8.736666e-01   4.946499e-03   2.782031e-02   936
  6.576805e-01   8.290908e-01   5.779873e-03   2.395915e-02   1130
  6.769590e-01   9.191859e-01   5.367484e-03   2.728408e-02   1104
  6.981214e-01   9.861605e-01   5.967700e-03   2.915128e-02   1230
  7.174733e-01   1.058476e+00   6.064625e-03   2.903495e-02   1260
  7.371339e-01   1.030880e+00   5.246161e-03   2.818320e-02   1286
  7.593700e-01   1.004382e+00   6.358524e-03   2.421879e-02   1728
  7.804400e-01   1.136678e+00   5.621468e-03   3.213851e-02   1392
  8.004658e-01   1.228796e+00   5.336599e-03   3.056109e-02   1626
  8.209915e-01   1.155412e+00   6.316599e-03   2.854750e-02   1760
  8.416011e-01   1.223629e+00   5.219535e-03   2.942520e-02   1686
  8.610302e-01   1.268228e+00   5.296210e-03   3.077297e-02   1812
  8.808963e-01   1.326901e+00   6.098768e-03   2.900748e-02   1862
  9.011988e-01   1.380047e+00   5.445390e-03   2.929628e-02   2160
  9.216262e-01   1.425496e+00   5.566353e-03   3.329820e-02   1956
  9.421785e-01   1.424940e+00   6.253437e-03   2.824800e-02   2454
  9.622347e-01   1.561437e+00   4.877534e-03   3.395560e-02   2048
  9.823638e-01   1.636005e+00   6.360152e-03   3.343946e-02   2538
  1.002233e+00   1.693254e+00   5.321020e-03   3.450617e-02   2400
  1.022315e+00   1.781575e+00   6.339653e-03   3.644641e-02   2526
  1.042353e+00   1.736908e+00   6.275929e-03   3.302371e-02   2856
  1.063253e+00   1.797635e+00   5.895426e-03   3.493413e-02   2804
  1.083895e+00   1.835422e+00   6.121373e-03   3.404138e-02   2958
  1.103540e+00   1.973257e+00   5.946049e-03   3.475974e-02   2976
  1.124272e+00   1.937614e+00   5.929530e-03   3.447667e-02   3194
  1.143681e+00   2.083822e+00   5.935920e-03   3.704600e-02   3120
  1.164704e+00   2.073955e+00   6.004856e-03   3.517619e-02   3606
  1.184769e+00   2.120136e+00   5.478695e-03   3.765185e-02   3276
  1.204316e+00   2.169256e+00   6.204806e-03   3.665528e-02   3600
  1.224425e+00   2.247562e+00   5.440385e-03   3.612962e-02   3638
  1.243784e+00   2.343735e+00   5.815757e-03   3.692869e-02   3744
  1.264728e+00   2.421973e+00   6.014342e-03   3.829590e-02   4170
  1.284748e+00   2.409277e+00   5.701867e-03   3.787893e-02   3984
  1.305140e+00   2.522818e+00   5.739412e-03   3.919159e-02   4334
  1.325261e+00   2.502716e+00   5.324107e-03   3.776475e-02   4284
  1.345130e+00   2.618619e+00   6.399981e-03   3.998898e-02   4374
  1.365905e+00   2.674358e+00   5.700713e-03   3.740827e-02   5016
