# power spectrum of theta (div v)
# redshift z=0.914700
# k              Pk             sigma(k)       sigma(Pk)      count
  3.296984e-02   3.215928e-10   5.044698e-03   3.335394e-11   18
  5.763401e-02   1.120888e-09   6.101518e-03   5.133291e-11   62
  8.021500e-02   2.309911e-09   4.220981e-03   7.886233e-11   90
  1.015929e-01   3.033298e-09   6.661592e-03   8.713464e-11   170
  1.238408e-01   3.887641e-09   6.924022e-03   1.188941e-10   246
  1.455653e-01   5.379388e-09   6.601001e-03   1.492793e-10   338
  1.670045e-01   6.121059e-09   5.675008e-03   1.759782e-10   432
  1.890860e-01   7.563773e-09   5.814033e-03   2.027178e-10   578
  2.126531e-01   8.414570e-09   6.950299e-03   2.238488e-10   810
  2.364171e-01   9.057428e-09   6.650931e-03   2.411993e-10   950
  2.584110e-01   1.079812e-08   5.937311e-03   2.800732e-10   1002
  2.804014e-01   1.176264e-08   6.790366e-03   2.739994e-10   1334
  3.026544e-01   1.295057e-08   6.359237e-03   2.986129e-10   1410
  3.238383e-01   1.371507e-08   6.353415e-03   3.085785e-10   1652
  3.459805e-01   1.436896e-08   6.270062e-03   3.032265e-10   1974
  3.687015e-01   1.528353e-08   6.145597e-03   3.108001e-10   2234
  3.914852e-01   1.674163e-08   6.465304e-03   3.186227e-10   2554
  4.146404e-01   1.641232e-08   6.766617e-03   2.954087e-10   2950
  4.373171e-01   1.729560e-08   6.333753e-03   3.046988e-10   3042
  4.593379e-01   1.803295e-08   6.459188e-03   3.096581e-10   3422
  4.812041e-01   1.888490e-08   6.233806e-03   3.315216e-10   3618
  5.032209e-01   1.974213e-08   6.489853e-03   3.053473e-10   4172
  5.256126e-01   2.069886e-08   6.278215e-03   3.108246e-10   4470
  5.481222e-01   2.139673e-08   6.415795e-03   3.099706e-10   4970
  5.707131e-01   2.262558e-08   6.445533e-03   3.006103e-10   5334
  5.933173e-01   2.281691e-08   6.620458e-03   2.978578e-10   5810
  6.156523e-01   2.347144e-08   6.578023e-03   2.936210e-10   6114
  6.381341e-01   2.376198e-08   6.702829e-03   2.857054e-10   6782
  6.600508e-01   2.525783e-08   6.114761e-03   3.188324e-10   6684
  6.817733e-01   2.516996e-08   6.320015e-03   2.960088e-10   7574
  7.042989e-01   2.594907e-08   6.383283e-03   2.814166e-10   8154
  7.267523e-01   2.652390e-08   6.350446e-03   2.751920e-10   8618
  7.495802e-01   2.658583e-08   6.655359e-03   2.654587e-10   9494
  7.721958e-01   2.718384e-08   6.420657e-03   2.797870e-10   9618
  7.945082e-01   2.814049e-08   6.522732e-03   2.709167e-10   10306
  8.169314e-01   2.870219e-08   6.582267e-03   2.692780e-10   10942
  8.392838e-01   2.853722e-08   6.426710e-03   2.663192e-10   11452
  8.616156e-01   2.892405e-08   6.314015e-03   2.636592e-10   12046
  8.837539e-01   2.908993e-08   6.203919e-03   2.611448e-10   12522
  9.061496e-01   2.989325e-08   6.484290e-03   2.530808e-10   13562
  9.287321e-01   3.003264e-08   6.598088e-03   2.545549e-10   14182
  9.513437e-01   3.035322e-08   6.662158e-03   2.516200e-10   14986
  9.735647e-01   3.093219e-08   6.336365e-03   2.491353e-10   14982
  9.957420e-01   3.097772e-08   6.586886e-03   2.414576e-10   16388
  1.018091e+00   3.191753e-08   6.328859e-03   0.000000e+00   16626
  1.040289e+00   3.127661e-08   6.420279e-03   0.000000e+00   17678
  1.062665e+00   3.210384e-08   6.320822e-03   0.000000e+00   18354
  1.084952e+00   3.196837e-08   6.374281e-03   0.000000e+00   19034
  1.107316e+00   3.179378e-08   6.533602e-03   0.000000e+00   20142
  1.130052e+00   3.194854e-08   6.683525e-03   0.000000e+00   21386
  1.152535e+00   3.250408e-08   6.399747e-03   0.000000e+00   21318
  1.174826e+00   3.299612e-08   6.466397e-03   0.000000e+00   22676
  1.197287e+00   3.213367e-08   6.400053e-03   0.000000e+00   23322
  1.219569e+00   3.262049e-08   6.320268e-03   0.000000e+00   24134
  1.241897e+00   3.301425e-08   6.431744e-03   0.000000e+00   25146
  1.264263e+00   3.294004e-08   6.401452e-03   0.000000e+00   26030
  1.286511e+00   3.302299e-08   6.436689e-03   0.000000e+00   26674
  1.309005e+00   3.328935e-08   6.617025e-03   0.000000e+00   28570
