# power spectrum of theta (div v)
# redshift z=0.232200
# k              Pk             sigma(k)       sigma(Pk)      count
  3.296984e-02   3.874772e-10   5.044698e-03   4.002290e-11   18
  5.763401e-02   1.334347e-09   6.101518e-03   6.368295e-11   62
  8.021500e-02   2.727715e-09   4.220981e-03   1.067949e-10   90
  1.015929e-01   3.490142e-09   6.661592e-03   1.249791e-10   170
  1.238408e-01   4.364053e-09   6.924022e-03   1.706273e-10   246
  1.455653e-01   6.020218e-09   6.601001e-03   2.051136e-10   338
  1.670045e-01   6.863024e-09   5.675008e-03   2.469270e-10   432
  1.890860e-01   8.383328e-09   5.814033e-03   2.743009e-10   578
  2.126531e-01   9.046055e-09   6.950299e-03   2.923254e-10   810
  2.364171e-01   9.735321e-09   6.650931e-03   3.035902e-10   950
  2.584110e-01   1.170308e-08   5.937311e-03   3.421142e-10   1002
  2.804014e-01   1.259740e-08   6.790366e-03   3.255821e-10   1334
  3.026544e-01   1.394760e-08   6.359237e-03   3.434424e-10   1410
  3.238383e-01   1.473617e-08   6.353415e-03   3.667037e-10   1652
  3.459805e-01   1.575494e-08   6.270062e-03   3.582178e-10   1974
  3.687015e-01   1.584823e-08   6.145597e-03   3.416514e-10   2234
  3.914852e-01   1.706987e-08   6.465304e-03   3.371482e-10   2554
  4.146404e-01   1.685629e-08   6.766617e-03   3.038876e-10   2950
  4.373171e-01   1.831590e-08   6.333753e-03   3.415958e-10   3042
  4.593379e-01   1.847775e-08   6.459188e-03   3.055407e-10   3422
  4.812041e-01   1.856502e-08   6.233806e-03   3.275768e-10   3618
  5.032209e-01   2.031354e-08   6.489853e-03   3.054836e-10   4172
  5.256126e-01   2.056611e-08   6.278215e-03   3.107234e-10   4470
  5.481222e-01   2.091265e-08   6.415795e-03   3.006469e-10   4970
  5.707131e-01   2.202099e-08   6.445533e-03   3.009292e-10   5334
  5.933173e-01   2.222449e-08   6.620458e-03   2.881833e-10   5810
  6.156523e-01   2.238179e-08   6.578023e-03   2.885896e-10   6114
  6.381341e-01   2.290569e-08   6.702829e-03   2.791364e-10   6782
  6.600508e-01   2.310744e-08   6.114761e-03   2.928949e-10   6684
  6.817733e-01   2.337858e-08   6.320015e-03   2.651776e-10   7574
