# power spectrum of omega (curl v)
# redshift z=1.807100
# k              Pk             sigma(k)       sigma(Pk)      count
  3.296984e-02   2.602651e-19   5.044698e-03   4.308133e-20   18
  5.763401e-02   5.491687e-18   6.101518e-03   6.628468e-19   62
  8.021500e-02   2.570096e-17   4.220981e-03   2.150482e-18   90
  1.015929e-01   1.142343e-16   6.661592e-03   6.738366e-18   170
  1.238408e-01   2.907274e-16   6.924022e-03   1.525188e-17   246
  1.455653e-01   7.170408e-16   6.601001e-03   2.807865e-17   338
  1.670045e-01   1.627237e-15   5.675008e-03   6.234406e-17   432
  1.890860e-01   3.349244e-15   5.814033e-03   9.576189e-17   578
  2.126531e-01   6.620742e-15   6.950299e-03   1.746694e-16   810
  2.364171e-01   1.271221e-14   6.650931e-03   2.943776e-16   950
  2.584110e-01   2.228909e-14   5.937311e-03   5.178321e-16   1002
  2.804014e-01   3.407280e-14   6.790366e-03   7.091184e-16   1334
  3.026544e-01   5.392553e-14   6.359237e-03   1.076164e-15   1410
  3.238383e-01   8.153833e-14   6.353415e-03   1.488802e-15   1652
  3.459805e-01   1.150737e-13   6.270062e-03   1.887867e-15   1974
  3.687015e-01   1.568697e-13   6.145597e-03   2.458764e-15   2234
  3.914852e-01   2.261945e-13   6.465304e-03   3.117498e-15   2554
  4.146404e-01   3.093046e-13   6.766617e-03   3.944810e-15   2950
  4.373171e-01   4.319862e-13   6.333753e-03   5.827399e-15   3042
  4.593379e-01   5.517589e-13   6.459188e-03   6.910971e-15   3422
  4.812041e-01   7.429223e-13   6.233806e-03   9.182993e-15   3618
  5.032209e-01   9.571961e-13   6.489853e-03   1.085251e-14   4172
  5.256126e-01   1.218163e-12   6.278215e-03   1.322478e-14   4470
  5.481222e-01   1.536879e-12   6.415795e-03   1.610610e-14   4970
  5.707131e-01   1.914477e-12   6.445533e-03   1.885289e-14   5334
  5.933173e-01   2.385884e-12   6.620458e-03   2.290317e-14   5810
  6.156523e-01   2.830961e-12   6.578023e-03   2.625574e-14   6114
  6.381341e-01   3.537399e-12   6.702829e-03   3.000161e-14   6782
  6.600508e-01   4.150014e-12   6.114761e-03   3.704680e-14   6684
  6.817733e-01   5.055552e-12   6.320015e-03   4.209607e-14   7574
  7.042989e-01   5.997986e-12   6.383283e-03   4.687052e-14   8154
  7.267523e-01   7.028320e-12   6.350446e-03   5.410176e-14   8618
  7.495802e-01   8.259166e-12   6.655359e-03   6.101522e-14   9494
  7.721958e-01   9.922561e-12   6.420657e-03   7.282168e-14   9618
  7.945082e-01   1.155833e-11   6.522732e-03   8.296714e-14   10306
  8.169314e-01   1.306581e-11   6.582267e-03   8.999795e-14   10942
  8.392838e-01   1.495983e-11   6.426710e-03   9.995908e-14   11452
  8.616156e-01   1.722470e-11   6.314015e-03   1.132467e-13   12046
  8.837539e-01   1.983407e-11   6.203919e-03   1.261356e-13   12522
  9.061496e-01   2.279624e-11   6.484290e-03   1.438982e-13   13562
  9.287321e-01   2.598430e-11   6.598088e-03   1.546618e-13   14182
  9.513437e-01   2.931602e-11   6.662158e-03   1.723762e-13   14986
  9.735647e-01   3.280642e-11   6.336365e-03   1.928836e-13   14982
  9.957420e-01   3.665635e-11   6.586886e-03   2.058751e-13   16388
  1.018091e+00   4.125915e-11   6.328859e-03   2.333107e-13   16626
  1.040289e+00   4.629379e-11   6.420279e-03   2.482193e-13   17678
  1.062665e+00   5.124365e-11   6.320822e-03   2.704510e-13   18354
  1.084952e+00   5.668853e-11   6.374281e-03   2.903611e-13   19034
  1.107316e+00   6.248017e-11   6.533602e-03   3.147721e-13   20142
  1.130052e+00   6.978448e-11   6.683525e-03   3.375698e-13   21386
  1.152535e+00   7.679989e-11   6.399747e-03   3.796557e-13   21318
  1.174826e+00   8.316576e-11   6.466397e-03   3.934877e-13   22676
  1.197287e+00   9.223014e-11   6.400053e-03   4.353349e-13   23322
  1.219569e+00   9.983497e-11   6.320268e-03   4.565622e-13   24134
  1.241897e+00   1.106867e-10   6.431744e-03   5.019235e-13   25146
  1.264263e+00   1.194509e-10   6.401452e-03   5.327862e-13   26030
  1.286511e+00   1.311033e-10   6.436689e-03   5.704868e-13   26674
  1.309005e+00   1.407122e-10   6.617025e-03   6.027749e-13   28570
  1.331328e+00   1.536171e-10   6.394995e-03   6.544827e-13   28224
  1.353730e+00   1.653293e-10   6.612954e-03   6.799450e-13   30626
  1.376139e+00   1.793979e-10   6.188716e-03   7.358203e-13   30158
  1.398198e+00   1.938824e-10   6.341847e-03   7.712669e-13   31674
  1.420633e+00   2.082183e-10   6.552335e-03   8.142909e-13   33306
  1.442956e+00   2.220519e-10   6.347056e-03   8.695114e-13   33422
  1.465264e+00   2.385031e-10   6.513108e-03   9.044390e-13   35298
  1.487916e+00   2.556055e-10   6.516416e-03   9.582707e-13   36650
  1.510372e+00   2.717797e-10   6.454814e-03   1.022619e-12   36992
  1.532811e+00   2.905495e-10   6.513536e-03   1.054597e-12   38730
  1.555258e+00   3.116596e-10   6.353885e-03   1.117228e-12   39246
  1.577568e+00   3.313076e-10   6.455390e-03   1.182260e-12   40466
  1.599767e+00   3.525217e-10   6.293773e-03   1.243930e-12   41170
  1.622137e+00   3.773444e-10   6.567546e-03   1.282944e-12   43534
  1.644564e+00   3.998265e-10   6.325250e-03   1.371559e-12   43650
  1.666806e+00   4.227222e-10   6.402960e-03   1.420217e-12   45272
  1.689341e+00   4.498426e-10   6.516762e-03   1.481223e-12   47098
  1.711828e+00   4.760197e-10   6.404451e-03   1.559321e-12   47746
  1.734150e+00   5.037754e-10   6.444169e-03   1.616583e-12   48870
  1.756360e+00   5.276128e-10   6.286874e-03   1.687242e-12   49682
  1.778525e+00   5.604870e-10   6.326647e-03   1.772157e-12   51222
  1.800935e+00   5.912882e-10   6.557316e-03   1.813704e-12   53378
  1.823276e+00   6.206427e-10   6.301611e-03   1.926870e-12   53634
  1.845811e+00   6.557033e-10   6.634337e-03   1.965636e-12   56888
  1.868406e+00   6.866698e-10   6.395733e-03   2.054652e-12   56650
  1.890835e+00   7.228174e-10   6.537955e-03   2.141019e-12   58786
  1.913211e+00   7.584065e-10   6.361015e-03   2.229150e-12   59214
  1.935520e+00   7.932409e-10   6.586702e-03   2.285614e-12   61250
  1.957781e+00   8.372192e-10   6.392870e-03   2.400553e-12   61686
  1.979969e+00   8.712338e-10   6.414087e-03   2.461092e-12   63626
  2.002425e+00   9.138371e-10   6.533519e-03   2.535409e-12   66204
  2.024979e+00   9.575626e-10   6.549144e-03   2.652025e-12   67094
  2.047324e+00   9.946517e-10   6.403473e-03   2.729768e-12   67890
  2.069704e+00   1.041881e-09   6.363893e-03   2.798217e-12   70334
  2.092058e+00   1.081209e-09   6.261740e-03   2.886357e-12   70626
  2.114244e+00   1.130066e-09   6.521481e-03   2.992450e-12   72554
  2.136583e+00   1.185832e-09   6.543186e-03   3.089244e-12   74550
  2.158931e+00   1.226009e-09   6.418309e-03   3.185694e-12   75674
  2.181263e+00   1.279960e-09   6.374257e-03   3.285840e-12   77564
  2.203870e+00   1.335211e-09   6.555676e-03   3.339660e-12   80766
  2.226373e+00   1.378147e-09   6.321106e-03   3.506276e-12   80202
  2.248753e+00   1.438752e-09   6.417816e-03   3.581063e-12   83102
  2.271187e+00   1.486766e-09   6.446404e-03   3.652800e-12   83890
  2.293506e+00   1.544929e-09   6.479320e-03   3.758643e-12   85522
  2.315740e+00   1.596998e-09   6.286742e-03   3.870741e-12   86670
  2.338062e+00   1.670435e-09   6.387814e-03   3.957858e-12   89588
  2.360532e+00   1.722019e-09   6.556601e-03   4.055101e-12   91038
  2.382934e+00   1.779272e-09   6.400576e-03   4.157031e-12   92522
  2.405285e+00   1.843940e-09   6.335531e-03   4.286386e-12   94242
  2.427820e+00   1.911945e-09   6.570514e-03   4.339117e-12   97550
  2.450162e+00   1.975438e-09   6.600388e-03   4.567495e-12   96250
  2.472297e+00   2.035165e-09   6.503870e-03   4.599097e-12   99166
  2.494559e+00   2.100903e-09   6.296719e-03   4.713332e-12   100932
  2.516987e+00   2.178431e-09   6.590075e-03   4.807986e-12   104306
  2.539456e+00   2.247461e-09   6.528307e-03   4.925174e-12   104990
  2.561902e+00   2.305594e-09   6.304007e-03   4.950560e-12   107874
  2.584334e+00   2.383201e-09   5.965259e-03   5.165078e-12   108322
  2.606698e+00   2.448103e-09   5.813438e-03   5.233623e-12   111454
  2.629068e+00   2.529976e-09   6.335760e-03   5.370200e-12   112002
  2.651317e+00   2.600592e-09   6.410989e-03   5.477592e-12   114158
  2.673611e+00   2.687661e-09   6.286844e-03   5.615318e-12   116148
  2.695991e+00   2.742262e-09   6.537826e-03   5.647440e-12   118754
  2.718416e+00   2.814024e-09   6.575794e-03   5.735012e-12   120942
  2.740900e+00   2.918031e-09   6.342240e-03   5.922621e-12   123170
  2.763262e+00   3.001786e-09   6.650969e-03   6.091461e-12   123638
  2.785600e+00   3.075026e-09   6.153599e-03   6.123427e-12   126858
  2.807914e+00   3.142965e-09   6.469362e-03   6.275929e-12   127698
  2.830202e+00   3.248629e-09   6.499720e-03   6.409927e-12   130640
  2.852586e+00   3.309759e-09   6.438107e-03   6.453554e-12   132642
  2.874952e+00   3.398701e-09   6.352714e-03   6.619331e-12   134534
  2.897404e+00   3.501123e-09   6.450292e-03   6.722815e-12   137954
  2.919986e+00   3.580152e-09   6.404556e-03   6.789771e-12   140610
  2.942360e+00   3.669343e-09   6.521873e-03   7.014663e-12   139590
  2.964634e+00   3.741836e-09   6.591979e-03   7.059338e-12   143546
  2.987021e+00   3.835308e-09   6.217266e-03   7.162458e-12   145338
  3.009339e+00   3.944347e-09   6.480654e-03   7.333264e-12   147272
  3.031731e+00   4.013814e-09   6.564942e-03   7.336979e-12   150434
  3.054162e+00   4.115434e-09   6.277015e-03   7.468961e-12   152214
  3.076475e+00   4.206167e-09   6.504696e-03   7.637958e-12   153186
  3.098915e+00   4.287870e-09   6.609780e-03   7.675317e-12   158642
  3.121323e+00   4.411193e-09   6.021968e-03   7.884683e-12   157350
  3.143640e+00   4.470678e-09   6.436672e-03   7.924290e-12   161906
  3.165888e+00   4.570158e-09   6.311708e-03   8.092615e-12   160824
  3.188240e+00   4.673920e-09   6.985667e-03   8.116677e-12   167906
  3.210725e+00   4.774979e-09   6.372774e-03   8.294356e-12   167578
  3.233024e+00   4.861416e-09   6.370745e-03   8.364250e-12   169798
  3.255417e+00   4.964504e-09   6.490887e-03   8.534238e-12   173586
  3.277853e+00   5.046938e-09   6.621414e-03   8.548264e-12   175274
  3.300233e+00   5.172675e-09   6.588123e-03   8.765722e-12   177654
  3.322649e+00   5.290362e-09   6.519121e-03   8.861123e-12   180698
  3.345071e+00   5.376267e-09   6.410851e-03   8.944746e-12   182680
  3.367431e+00   5.454078e-09   6.797950e-03   9.030530e-12   184138
  3.389748e+00   5.552680e-09   6.423517e-03   9.127819e-12   187138
  3.412184e+00   5.638908e-09   6.414025e-03   9.164658e-12   191134
  3.434561e+00   5.779361e-09   6.470581e-03   9.404726e-12   191010
  3.456874e+00   5.872002e-09   5.539857e-03   9.476592e-12   195134
  3.479180e+00   5.973908e-09   6.600104e-03   9.616080e-12   195810
  3.501526e+00   6.059220e-09   6.608369e-03   9.593326e-12   201140
  3.523888e+00   6.184810e-09   6.711381e-03   9.846984e-12   201054
  3.546202e+00   6.268114e-09   6.462105e-03   9.789935e-12   205250
  3.568580e+00   6.383597e-09   6.100936e-03   9.975392e-12   207366
  3.590958e+00   6.507998e-09   6.985273e-03   1.007257e-11   210578
  3.613360e+00   6.595629e-09   6.324005e-03   1.016599e-11   213066
