# power spectrum of delta
# redshift z=1.700000
# k              Pk             sigma(k)       sigma(Pk)      count
  4.908739e-02   8.381245e-03   1.608418e-05   3.163828e-03   6
  6.942005e-02   4.519960e-02   0.000000e+00   9.899927e-03   12
  9.065882e-02   4.979777e-02   6.508962e-03   9.209668e-03   14
  1.150009e-01   8.050668e-02   5.237893e-03   9.230941e-03   48
  1.448559e-01   1.032129e-01   3.804799e-03   1.129897e-02   42
  1.590162e-01   9.642322e-02   3.787897e-03   1.325492e-02   48
  1.803014e-01   1.380145e-01   4.541081e-03   1.487176e-02   80
  2.043367e-01   1.920886e-01   3.525774e-03   1.608688e-02   90
  2.227252e-01   1.716423e-01   5.536438e-03   1.761783e-02   120
  2.488487e-01   2.404664e-01   4.652757e-03   1.753801e-02   158
  2.661513e-01   2.543561e-01   2.208030e-03   2.669966e-02   120
  2.869973e-01   2.795606e-01   4.935215e-03   1.942619e-02   186
  3.100294e-01   3.200930e-01   6.749025e-03   1.916306e-02   264
  3.287449e-01   3.837246e-01   3.643590e-03   2.768531e-02   168
  3.526244e-01   4.003803e-01   6.511952e-03   2.210041e-02   386
  3.726071e-01   3.170572e-01   3.940433e-03   2.175390e-02   192
  3.922681e-01   4.633037e-01   6.460573e-03   2.239869e-02   390
  4.143561e-01   4.124406e-01   6.764213e-03   2.188312e-02   396
  4.351071e-01   5.013241e-01   6.710857e-03   2.649554e-02   398
  4.579190e-01   5.148447e-01   6.577772e-03   2.033878e-02   576
  4.803679e-01   5.293930e-01   6.673210e-03   2.612529e-02   444
  5.000037e-01   6.639257e-01   6.020862e-03   2.688791e-02   590
  5.223627e-01   6.513181e-01   6.593301e-03   2.577921e-02   648
  5.441711e-01   6.971855e-01   5.835223e-03   2.901498e-02   654
  5.635471e-01   7.483656e-01   4.840100e-03   2.846900e-02   636
  5.852063e-01   7.670497e-01   7.256543e-03   2.583619e-02   830
  6.055292e-01   8.241842e-01   5.223406e-03   2.888432e-02   792
  6.263096e-01   8.637055e-01   5.372178e-03   3.350145e-02   804
  6.475915e-01   9.009634e-01   6.630499e-03   3.023934e-02   1038
  6.681954e-01   9.551308e-01   5.193545e-03   3.057083e-02   936
  6.905275e-01   9.085388e-01   6.068542e-03   2.653438e-02   1130
  7.107689e-01   1.010844e+00   5.635557e-03   3.029124e-02   1104
  7.329882e-01   1.078368e+00   6.265750e-03   3.209075e-02   1230
  7.533066e-01   1.159997e+00   6.367515e-03   3.198225e-02   1260
  7.739492e-01   1.137592e+00   5.508175e-03   3.146430e-02   1286
  7.972959e-01   1.108724e+00   6.676093e-03   2.694374e-02   1728
  8.194182e-01   1.248132e+00   5.905938e-03   3.565035e-02   1392
  8.404441e-01   1.357783e+00   5.596426e-03   3.380052e-02   1626
  8.619949e-01   1.275553e+00   6.632074e-03   3.164395e-02   1760
  8.836339e-01   1.355479e+00   5.480218e-03   3.312259e-02   1686
  9.040332e-01   1.400237e+00   5.574399e-03   3.411929e-02   1812
  9.248915e-01   1.468620e+00   6.409502e-03   3.237147e-02   1862
  9.462081e-01   1.528232e+00   5.717354e-03   3.257235e-02   2160
  9.676557e-01   1.580404e+00   5.844358e-03   3.743040e-02   1956
  9.892345e-01   1.576149e+00   6.565757e-03   3.145852e-02   2454
  1.010292e+00   1.728780e+00   5.121137e-03   3.761398e-02   2048
  1.031427e+00   1.811772e+00   6.658950e-03   3.720610e-02   2538
  1.052288e+00   1.882821e+00   5.586772e-03   3.843774e-02   2400
  1.073374e+00   1.990386e+00   6.656280e-03   4.105922e-02   2526
  1.094412e+00   1.929629e+00   6.589372e-03   3.689496e-02   2856
  1.116356e+00   2.001135e+00   6.169285e-03   3.904044e-02   2804
  1.138029e+00   2.054050e+00   6.420674e-03   3.879264e-02   2958
