# power spectrum of velocity
# redshift z=1.600000
# k              Pk             sigma(k)       sigma(Pk)      count
  4.908739e-02   3.397895e-07   1.608418e-05   1.231292e-07   6
  6.942005e-02   8.808469e-07   0.000000e+00   2.001904e-07   12
  9.065882e-02   5.502065e-07   6.508962e-03   1.085971e-07   14
  1.150009e-01   5.286089e-07   5.237893e-03   5.737054e-08   48
  1.448559e-01   4.169721e-07   3.804799e-03   4.523950e-08   42
  1.590162e-01   3.258156e-07   3.787897e-03   4.293528e-08   48
  1.803014e-01   3.811355e-07   4.541081e-03   4.322164e-08   80
  2.043367e-01   3.951695e-07   3.525774e-03   3.310099e-08   90
  2.227252e-01   2.779818e-07   5.536438e-03   2.801442e-08   120
  2.488487e-01   3.160857e-07   4.652757e-03   2.155851e-08   158
  2.661513e-01   2.859281e-07   2.208030e-03   2.962873e-08   120
  2.869973e-01   2.661128e-07   4.935215e-03   1.821888e-08   186
  3.100294e-01   2.527697e-07   6.749025e-03   1.567457e-08   264
  3.287449e-01   2.730663e-07   3.643590e-03   2.009184e-08   168
  3.526244e-01   2.358637e-07   6.511952e-03   1.244158e-08   386
  3.726071e-01   1.745864e-07   3.940433e-03   1.145518e-08   192
  3.922681e-01   2.140370e-07   6.460573e-03   1.003384e-08   390
  4.143561e-01   1.631029e-07   6.764213e-03   8.491004e-09   396
  4.351071e-01   1.870463e-07   6.710857e-03   9.496525e-09   398
  4.579190e-01   1.633056e-07   6.577772e-03   6.457525e-09   576
  4.803679e-01   1.600894e-07   6.673210e-03   7.640736e-09   444
  5.000037e-01   1.742644e-07   6.020862e-03   6.869726e-09   590
  5.223627e-01   1.473111e-07   6.593301e-03   5.802559e-09   648
  5.441711e-01   1.419187e-07   5.835223e-03   5.864336e-09   654
  5.635471e-01   1.396705e-07   4.840100e-03   5.157465e-09   636
  5.852063e-01   1.289209e-07   7.256543e-03   4.480343e-09   830
  6.055292e-01   1.240302e-07   5.227094e-03   4.146145e-09   792
