# power spectrum of theta (div v)
# redshift z=2.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  4.908739e-02   3.302333e-10   1.608418e-05   1.199666e-10   6
  6.942005e-02   1.721809e-09   0.000000e+00   3.905275e-10   12
  9.065882e-02   1.861972e-09   6.508962e-03   3.595364e-10   14
  1.150009e-01   2.845965e-09   5.237893e-03   3.263035e-10   48
  1.448559e-01   3.629180e-09   3.804799e-03   4.062185e-10   42
  1.590162e-01   3.407113e-09   3.787897e-03   4.598534e-10   48
  1.803014e-01   4.948550e-09   4.541081e-03   5.365990e-10   80
  2.043367e-01   6.800565e-09   3.525774e-03   5.695210e-10   90
  2.227252e-01   5.823211e-09   5.536438e-03   5.964070e-10   120
  2.488487e-01   8.160760e-09   4.652757e-03   5.604883e-10   158
  2.661513e-01   8.282128e-09   2.208030e-03   8.597965e-10   120
  2.869973e-01   9.046094e-09   4.935215e-03   6.244219e-10   186
  3.100294e-01   1.004663e-08   6.749025e-03   6.315799e-10   264
  3.287449e-01   1.222109e-08   3.643590e-03   9.084422e-10   168
  3.526244e-01   1.204662e-08   6.511952e-03   6.251207e-10   386
  3.726071e-01   1.006668e-08   3.940433e-03   6.565996e-10   192
  3.922681e-01   1.338729e-08   6.460573e-03   6.235936e-10   390
  4.143561e-01   1.132844e-08   6.764213e-03   5.901069e-10   396
  4.351071e-01   1.461303e-08   6.710857e-03   7.487636e-10   398
  4.579190e-01   1.449400e-08   6.577772e-03   5.814763e-10   576
  4.803679e-01   1.557368e-08   6.673210e-03   7.488288e-10   444
  5.000037e-01   1.793600e-08   6.020862e-03   6.986789e-10   590
  5.223627e-01   1.681400e-08   6.593301e-03   6.806154e-10   648
  5.441711e-01   1.754912e-08   5.835223e-03   7.167518e-10   654
  5.635471e-01   1.842712e-08   4.840100e-03   6.850977e-10   636
  5.852063e-01   1.816360e-08   7.256543e-03   6.365907e-10   830
  6.055292e-01   1.874179e-08   5.223406e-03   6.242616e-10   792
  6.263096e-01   1.995877e-08   5.372178e-03   7.362696e-10   804
  6.475915e-01   1.994290e-08   6.630499e-03   6.709683e-10   1038
  6.681954e-01   2.098133e-08   5.193545e-03   6.686229e-10   936
  6.905275e-01   2.091453e-08   6.068542e-03   5.889707e-10   1130
  7.107689e-01   2.175711e-08   5.635557e-03   6.582360e-10   1104
  7.329882e-01   2.305664e-08   6.265750e-03   6.737905e-10   1230
  7.533066e-01   2.433728e-08   6.367515e-03   6.910507e-10   1260
  7.739493e-01   2.327913e-08   5.501309e-03   6.344312e-10   1286
  7.972959e-01   2.260595e-08   6.676093e-03   5.510301e-10   1728
