# power spectrum of velocity
# redshift z=0.200000
# k              Pk             sigma(k)       sigma(Pk)      count
  4.908739e-02   5.044280e-07   1.608418e-05   1.819920e-07   6
  6.942005e-02   1.245789e-06   0.000000e+00   2.902321e-07   12
  9.065882e-02   6.924363e-07   6.508962e-03   1.350989e-07   14
  1.150009e-01   7.144820e-07   5.237893e-03   7.088810e-08   48
  1.448559e-01   5.764504e-07   3.804799e-03   6.428144e-08   42
  1.590162e-01   4.288780e-07   3.787897e-03   5.514866e-08   48
  1.803014e-01   5.155562e-07   4.541081e-03   5.430502e-08   80
  2.043367e-01   4.975313e-07   3.525774e-03   4.602258e-08   90
  2.227252e-01   3.451087e-07   5.536438e-03   3.245202e-08   120
  2.488487e-01   3.707142e-07   4.652757e-03   2.551500e-08   158
  2.661513e-01   3.541309e-07   2.208030e-03   3.668270e-08   120
  2.869973e-01   3.174520e-07   4.935215e-03   2.081843e-08   186
  3.100294e-01   2.940954e-07   6.749025e-03   1.952878e-08   264
  3.287449e-01   3.183607e-07   3.643590e-03   2.277038e-08   168
  3.526244e-01   2.687127e-07   6.511952e-03   1.364660e-08   386
  3.726071e-01   2.235259e-07   3.940433e-03   1.720221e-08   192
  3.922681e-01   2.529337e-07   6.460573e-03   1.355634e-08   390
  4.143561e-01   2.094367e-07   6.764213e-03   9.675432e-09   396
  4.351071e-01   2.094049e-07   6.710857e-03   9.735443e-09   398
  4.579190e-01   1.925193e-07   6.577772e-03   7.629753e-09   576
  4.803679e-01   1.757373e-07   6.673210e-03   7.886286e-09   444
  5.000037e-01   1.918582e-07   6.020862e-03   7.263517e-09   590
  5.223627e-01   1.549302e-07   6.593301e-03   6.334489e-09   648
  5.441711e-01   1.532704e-07   5.835223e-03   5.911483e-09   654
  5.635471e-01   1.467515e-07   4.840100e-03   5.366982e-09   636
  5.852063e-01   1.417800e-07   7.256543e-03   4.876818e-09   830
  6.055292e-01   1.261401e-07   5.223406e-03   4.200644e-09   792
  6.263096e-01   1.284093e-07   5.372178e-03   4.440009e-09   804
  6.475915e-01   1.341797e-07   6.630499e-03   4.635650e-09   1038
  6.681954e-01   1.062853e-07   5.193545e-03   3.440919e-09   936
  6.905275e-01   1.102345e-07   6.068542e-03   3.351989e-09   1130
  7.107689e-01   9.686654e-08   5.635557e-03   2.908383e-09   1104
  7.329882e-01   9.437414e-08   6.265750e-03   2.647952e-09   1230
  7.533066e-01   9.236776e-08   6.367515e-03   2.445509e-09   1260
  7.739493e-01   8.452786e-08   5.501309e-03   2.406137e-09   1286
  7.972959e-01   8.412864e-08   6.676093e-03   1.872849e-09   1728
  8.194182e-01   8.212006e-08   5.905938e-03   2.152491e-09   1392
  8.404440e-01   7.516966e-08   5.609083e-03   1.841044e-09   1626
  8.619949e-01   7.607644e-08   6.626843e-03   1.680289e-09   1760
  8.836339e-01   6.967359e-08   5.480218e-03   1.642556e-09   1686
  9.040332e-01   6.476365e-08   5.574399e-03   1.483221e-09   1812
  9.248915e-01   6.476262e-08   6.419722e-03   1.509229e-09   1862
  9.462081e-01   6.121906e-08   5.712410e-03   1.249476e-09   2160
  9.676557e-01   5.862106e-08   5.844358e-03   1.278716e-09   1956
  9.892345e-01   5.481943e-08   6.565757e-03   1.056698e-09   2454
  1.010292e+00   5.437249e-08   5.121137e-03   1.166153e-09   2048
  1.031427e+00   5.429564e-08   6.670597e-03   1.015892e-09   2538
  1.052288e+00   4.830907e-08   5.586772e-03   9.453845e-10   2400
  1.073374e+00   4.735793e-08   6.644497e-03   8.377765e-10   2526
  1.094412e+00   4.163760e-08   6.589372e-03   7.228373e-10   2856
  1.116356e+00   4.386551e-08   6.196896e-03   7.972601e-10   2804
  1.138029e+00   4.295729e-08   6.427098e-03   7.175080e-10   2958
  1.158655e+00   4.136118e-08   6.243018e-03   6.673122e-10   2976
  1.180422e+00   3.737559e-08   6.237939e-03   5.964528e-10   3194
  1.200801e+00   3.677285e-08   6.228067e-03   5.933848e-10   3120
  1.222874e+00   3.550577e-08   6.280319e-03   5.207517e-10   3606
  1.243940e+00   3.435637e-08   5.781402e-03   5.446962e-10   3276
  1.264464e+00   3.395044e-08   6.514698e-03   5.011497e-10   3600
  1.285577e+00   3.225805e-08   5.712098e-03   4.779969e-10   3638
  1.305903e+00   3.194089e-08   6.095529e-03   4.644237e-10   3744
  1.327893e+00   2.938528e-08   6.314721e-03   3.881168e-10   4170
  1.348913e+00   2.957968e-08   5.966133e-03   4.096635e-10   3984
  1.370324e+00   2.926155e-08   6.035401e-03   3.819290e-10   4334
  1.391449e+00   2.745096e-08   5.590013e-03   3.635962e-10   4284
  1.412311e+00   2.696904e-08   6.734105e-03   3.524927e-10   4374
  1.434124e+00   2.669614e-08   5.985428e-03   3.221614e-10   5016
  1.455607e+00   2.587027e-08   5.759251e-03   3.233573e-10   4580
  1.477022e+00   2.549416e-08   6.781400e-03   2.970314e-10   5142
